n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
61 | Eikenberry, Stephen Scott | HARVARD UNIVERSITY | 1997 | male | 6 | 15 | 2014 | 8 | 122 | 2017 | 0 | 0 | 0 | 0 | 2 | 4 | 3 | 0 | 3 | 5 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 2 | 0 | 2 | 4 | 4 | 0 | 3 | 11 | 2 | 6 | 3 | 6 | 6 | 3 | 3 | 2 | 2 | 3 | 1 | 7 | 14 | 8 | 28 |
62 | Rubenstein, Eric Paul | Yale University | 1997 | male | 4 | 4 | 2001 | 7 | 9 | 2008 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 3 | 3 | 0 | 1 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
63 | Hanlan, Patricia Carole | THE UNIVERSITY OF MICHIGAN | 1997 | female | 2 | 1 | 2000 | 3 | 1 | 2000 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
64 | Latvakoski, Harri Michael | CORNELL UNIVERSITY | 1997 | male | 1 | 1 | 1999 | 2 | 2 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
65 | Parikh, Nimmi Chandra | CORNELL UNIVERSITY | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
66 | Beissner, Kenneth C. | UTAH STATE UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 2 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
67 | Roos, Thomas Gotz | CORNELL UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 7 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
68 | Ackley, Anthony William | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
69 | Grocott, Simon C. O. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1997 | male | 1 | 0 | 1997 | 1 | 1 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
70 | Refregier, Alexandre | COLUMBIA UNIVERSITY | 1997 | male | 3 | 13 | 2014 | 4 | 113 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 2 | 0 | 3 | 3 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 7 | 2 | 4 | 4 | 8 | 2 | 4 | 11 | 5 | 8 | 8 | 1 | 5 | 2 | 5 | 6 | 21 |
71 | Winters-Hilt, Stephen Noel | THE UNIVERSITY OF WISCONSIN - MILWAUKEE | 1997 | male | 1 | 1 | 1999 | 4 | 1 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
72 | Brown, Thomas Michael | THE JOHNS HOPKINS UNIVERSITY | 1997 | male | 6 | 33 | 2016 | 11 | 132 | 2017 | 0 | 0 | 1 | 2 | 1 | 2 | 3 | 0 | 3 | 1 | 3 | 2 | 3 | 2 | 3 | 1 | 2 | 2 | 2 | 0 | 2 | 2 | 1 | 0 | 1 |  0 | 1 | 2 | 3 | 3 | 2 | 6 | 3 | 9 | 1 | 3 | 6 | 7 | 7 | 6 | 8 | 7 | 6 | 17 | 13 | 4 | 6 | 4 | 12 | 2 |
73 | Duncan, Todd Lucas | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
74 | Philp, Colin Jackson | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 1997 | male | 2 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
75 | Venkatesan, T. C. A. | UNIVERSITY OF MAINE | 1997 | None | 2 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
76 | Lazio, T. Joseph W. | CORNELL UNIVERSITY | 1997 | male | 1 | 28 | 2013 | 3 | 119 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 4 | 1 | 1 | 4 | 1 | 0 | 5 | 1 | 1 | 1 | 2 | 1 | 3 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 5 | 3 | 4 | 8 | 2 | 2 | 16 | 8 | 9 | 4 | 4 | 6 | 5 | 4 | 8 | 6 | 5 | 8 | 9 |
77 | Mauceli, Evan | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1997 | male | 3 | 0 | 1997 | 3 | 10 | 2003 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 5 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
78 | Pereyra, Nicolas Antonio | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | male | 2 | 8 | 2015 | 2 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 3 |
79 | Herrmann, Hans Wilhelm | PRINCETON UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 3 |
80 | Brueckner, Thomas John | MONTANA STATE UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
81 | Iyer, Venkatraman | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 0 | 1997 | 1 | 1 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
82 | Ford, Eric Cassel | COLUMBIA UNIVERSITY | 1997 | male | 5 | 9 | 2000 | 16 | 31 | 2016 | 0 | 0 | 0 | 0 | 2 | 3 | 4 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 9 | 7 | 8 | 8 | 8 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 |
83 | Glenn, Jason | THE UNIVERSITY OF ARIZONA | 1997 | male | 7 | 6 | 2015 | 8 | 130 | 2017 | 0 | 0 | 3 | 0 | 0 | 4 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 3 | 0 | 1 | 4 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 2 | 4 | 3 | 3 | 4 | 45 | 15 | 11 | 18 | 7 | 5 | 6 |
84 | Harrus, Ilana Muriel | COLUMBIA UNIVERSITY | 1997 | female | 3 | 4 | 2004 | 3 | 19 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 2 | 4 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 |
85 | Pando, Jesus | THE UNIVERSITY OF ARIZONA | 1997 | male | 2 | 6 | 2004 | 2 | 11 | 2006 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 0 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
86 | Morrissey, Patrick Francis | THE JOHNS HOPKINS UNIVERSITY | 1997 | male | 4 | 2 | 2007 | 4 | 94 | 2016 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 34 | 6 | 32 | 3 | 8 | 2 | 3 | 0 | 1 | 2 | 1 | 1 |
87 | Dowell, Charles Darren | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 2 | 2014 | 3 | 105 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 5 | 0 | 1 | 1 | 4 | 3 | 5 | 3 | 6 | 5 | 29 | 10 | 7 | 11 | 5 | 5 | 2 |
88 | Reese, Marty D. | UNIVERSITY OF CINCINNATI | 1997 | male | 2 | 0 | 1997 | 4 | 0 | 1997 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
89 | Schleuning, David Alexander | THE UNIVERSITY OF CHICAGO | 1997 | male | 2 | 2 | 2000 | 3 | 7 | 2001 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
90 | Chen, Andrew | COLUMBIA UNIVERSITY | 1997 | male | 4 | 14 | 2015 | 22 | 206 | 2017 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 3 | 1 | 0 | 1 | 0 |  1 | 7 | 1 | 6 | 2 | 5 | 4 | 6 | 2 | 5 | 8 | 14 | 5 | 9 | 7 | 4 | 14 | 19 | 29 | 23 | 17 | 14 | 7 | 6 | 9 |
91 | de Nolfo, Georgia Adair | WASHINGTON UNIVERSITY | 1997 | female | 3 | 8 | 2008 | 16 | 42 | 2015 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 6 | 0 | 8 | 2 | 2 | 0 | 8 | 0 | 4 | 1 | 5 | 1 | 2 | 10 | 3 | 2 | 0 | 0 | 1 | 0 | 1 | 0 |
92 | Isenberg, Michael | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 2 | 1998 | 1 | 2 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
93 | Fry, Anne Margaret | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 1997 | female | 2 | 2 | 1999 | 4 | 4 | 2004 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
94 | Ruiz-Nishiky, Milagros | THE UNIVERSITY OF ARIZONA | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
95 | Smetanka, John J. | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 0 | 1997 | 3 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
96 | Nicolescu, Cristian Bogdan | NEW YORK UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
97 | Tanaka, Tsunefumi | MONTANA STATE UNIVERSITY | 1997 | None | 11 | 29 | 2017 | 16 | 309 | 2017 | 1 | 1 | 1 | 3 | 2 | 3 | 3 | 2 | 5 | 2 | 1 | 4 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 2 | 1 | 0 | 0 | 1 |  2 | 2 | 2 | 3 | 3 | 4 | 6 | 4 | 7 | 7 | 2 | 12 | 8 | 6 | 7 | 9 | 11 | 53 | 65 | 33 | 37 | 13 | 4 | 14 | 7 |
98 | Pirzkal, Norbert | UNIVERSITY OF WYOMING | 1997 | male | 2 | 7 | 2012 | 2 | 54 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 3 | 1 | 1 | 7 | 7 | 7 | 1 | 6 | 0 | 7 | 4 | 2 | 2 | 1 | 2 |
99 | Kennefick, Daniel John | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 4 | 1 | 1998 | 7 | 19 | 2016 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 1 | 2 | 3 | 3 | 1 | 1 |
100 | Bin, Mei | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
101 | Britton, Matthew Christopher | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 1997 | male | 1 | 3 | 2006 | 2 | 12 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 2 | 3 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
102 | Luo, Chuan | RICE UNIVERSITY | 1997 | male | 2 | 3 | 2015 | 4 | 21 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 1 | 1 | 3 | 2 | 1 | 2 | 1 |
103 | Scholberg, Kate | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | female | 2 | 5 | 2012 | 21 | 91 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  6 | 1 | 4 | 2 | 1 | 7 | 7 | 9 | 2 | 4 | 3 | 9 | 9 | 3 | 8 | 2 | 5 | 3 | 3 | 5 | 4 | 2 | 4 | 2 | 6 |
104 | Wellman, Gregory Frank | PRINCETON UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
105 | Yess, Capp D. | UNIVERSITY OF KANSAS | 1997 | male | 3 | 0 | 1997 | 3 | 2 | 2000 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
106 | Zweerink, Jeffrey Alan | IOWA STATE UNIVERSITY | 1997 | male | 2 | 3 | 2009 | 29 | 72 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 7 | 6 | 16 | 8 | 3 | 1 | 2 | 1 | 20 | 7 | 11 | 2 | 2 | 5 | 2 | 1 | 1 | 0 | 1 | 4 | 0 | 1 |
107 | Allen, Michael Dennis | ARIZONA STATE UNIVERSITY | 1997 | male | 4 | 6 | 2016 | 12 | 50 | 2017 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 |  1 | 2 | 3 | 0 | 5 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 1 | 1 | 1 | 5 | 4 | 5 | 1 | 4 | 5 | 2 | 7 | 6 |
108 | Nugent, Peter Edward | THE UNIVERSITY OF OKLAHOMA | 1997 | male | 6 | 3 | 2011 | 12 | 238 | 2017 | 0 | 0 | 0 | 4 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 4 | 2 | 4 | 3 | 2 | 4 | 3 | 6 | 6 | 7 | 8 | 9 | 3 | 3 | 10 | 13 | 29 | 23 | 26 | 22 | 27 | 22 |
109 | Grogan, Keith | UNIVERSITY OF FLORIDA | 1997 | male | 3 | 1 | 2001 | 3 | 10 | 2009 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
110 | Hindawi, Ahmed Abdel-Ati | UNIVERSITY OF PENNSYLVANIA | 1997 | male | 5 | 0 | 1997 | 7 | 0 | 1997 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
