n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
119 | Vaccaro, Todd Russell | UNIVERSITY OF FLORIDA | 2001 | male | 1 | 5 | 2015 | 2 | 8 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 |
120 | Sako, Masao | COLUMBIA UNIVERSITY | 2001 | male | 5 | 5 | 2011 | 12 | 123 | 2017 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 8 | 4 | 10 | 5 | 5 | 2 | 2 | 7 | 5 | 10 | 9 | 7 | 5 | 7 | 17 | 25 |
121 | Famiano, Michael Andrew | THE OHIO STATE UNIVERSITY | 2001 | male | 2 | 6 | 2016 | 2 | 20 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 |  0 | 0 | 0 | 0 | 0 | 2 | 3 | 2 | 1 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 2 | 1 | 1 | 1 | 3 |
122 | Reginald, Nelson Leslie | UNIVERSITY OF DELAWARE | 2001 | male | 2 | 6 | 2017 | 2 | 8 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 |
123 | Barmby, Pauline Margaret | Harvard University | 2001 | female | 7 | 13 | 2012 | 10 | 102 | 2016 | 0 | 0 | 2 | 0 | 2 | 3 | 2 | 0 | 1 | 0 | 3 | 2 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 3 | 4 | 4 | 1 | 14 | 8 | 16 | 11 | 8 | 7 | 8 | 6 | 4 | 4 | 2 | 4 | 5 |
124 | Song, Yucheng | THE UNIVERSITY OF CHICAGO | 2001 | male | 1 | 10 | 2016 | 5 | 30 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 |  0 | 0 | 0 | 1 | 0 | 4 | 3 | 0 | 4 | 4 | 1 | 1 | 1 | 3 | 2 | 0 | 2 | 1 | 1 | 2 | 3 |
125 | Lowrance, Patrick James | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2001 | male | 3 | 3 | 2005 | 8 | 45 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 3 | 1 | 1 | 3 | 5 | 8 | 7 | 3 | 2 | 4 | 0 | 2 | 1 | 3 | 1 | 0 | 1 | 5 |
126 | Bradford, Charles Mathias | CORNELL UNIVERSITY | 2001 | male | 1 | 5 | 2011 | 2 | 34 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 0 | 2 | 1 | 2 | 8 | 3 | 6 | 3 | 1 | 2 |
127 | Cadonati, Laura | PRINCETON UNIVERSITY | 2001 | female | 1 | 8 | 2014 | 6 | 184 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 4 | 1 | 0 | 1 | 3 | 1 | 8 | 11 | 3 | 8 | 17 | 18 | 12 | 11 | 20 | 10 | 18 | 7 | 27 |
128 | Bright, David Roy | THE UNIVERSITY OF ARIZONA | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
129 | Dyer, K. K. | North Carolina State University | 2001 | None | 4 | 2 | 2009 | 6 | 6 | 2009 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
130 | Huang, Maohai | BOSTON UNIVERSITY | 2001 | None | 8 | 6 | 2005 | 20 | 86 | 2017 | 3 | 0 | 0 | 1 | 0 | 4 | 0 | 4 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 3 | 2 | 4 | 1 | 6 | 1 | 6 | 3 | 8 | 4 | 1 | 5 | 6 | 26 | 3 | 4 | 6 | 3 | 4 | 4 |
131 | Matcheva, Katia Ivanova | THE JOHNS HOPKINS UNIVERSITY | 2001 | female | 3 | 2 | 2012 | 3 | 8 | 2013 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 |
132 | Schenk, Ana Katrin | CORNELL UNIVERSITY | 2001 | female | 2 | 1 | 2002 | 2 | 2 | 2003 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
133 | O'Dell, Christopher William | The University of Wisconsin - Madison | 2001 | male | 1 | 1 | 2011 | 2 | 12 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 1 |
134 | Kornreich, David Allan | CORNELL UNIVERSITY | 2001 | male | 4 | 2 | 2008 | 5 | 5 | 2011 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
135 | Yahata, Noriaki | State University of New York at Stony Brook | 2001 | male | 2 | 0 | 2001 | 7 | 3 | 2002 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 2 | 3 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
136 | Bolatto Pereira, Alberto Daniel | BOSTON UNIVERSITY | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
137 | Stephan, Sherri Godlin | BOSTON UNIVERSITY | 2001 | female | 2 | 0 | 2001 | 2 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
138 | Kuntz, K. D. | NASA Goddard Space Flight Center | 2001 | None | 9 | 9 | 2016 | 13 | 57 | 2017 | 1 | 1 | 1 | 0 | 2 | 4 | 0 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 |  1 | 1 | 2 | 0 | 3 | 6 | 1 | 2 | 3 | 4 | 1 | 2 | 4 | 4 | 4 | 4 | 7 | 2 | 6 | 6 | 6 |
139 | Wechsler, Risa H. | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 2001 | female | 3 | 3 | 2006 | 4 | 170 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 2 | 4 | 2 | 3 | 5 | 5 | 6 | 7 | 12 | 8 | 11 | 9 | 20 | 10 | 26 | 31 |
140 | DeRosa, Marc Lyle | UNIVERSITY OF COLORADO AT BOULDER | 2001 | male | 1 | 2 | 2015 | 1 | 27 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | 1 | 4 | 0 | 7 | 1 | 3 | 3 | 1 |
141 | Lindell, Rebecca Susan | THE UNIVERSITY OF NEBRASKA - LINCOLN | 2001 | female | 2 | 0 | 2001 | 3 | 1 | 2002 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
142 | Hubeny, Veronika Elanor | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 2001 | female | 4 | 25 | 2015 | 7 | 39 | 2015 | 0 | 1 | 1 | 1 | 0 | 1 | 3 | 1 | 2 | 2 | 0 | 2 | 1 | 0 | 3 | 2 | 2 | 3 | 2 | 2 | 0 |  0 | 2 | 1 | 1 | 2 | 1 | 3 | 3 | 3 | 2 | 1 | 2 | 4 | 3 | 3 | 2 | 3 | 4 | 3 | 3 | 0 |
143 | Noble, Cynthia Marie Machacek | THE UNIVERSITY OF OKLAHOMA | 2001 | female | 1 | 1 | 2004 | 1 | 1 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
144 | Points, Sean Daniel | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2001 | male | 4 | 1 | 2004 | 15 | 31 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 2 | 1 | 5 | 4 | 0 | 1 | 3 | 1 | 4 | 0 | 2 | 0 | 1 | 3 | 5 | 2 | 3 | 2 | 2 |
145 | Boll, Bryan Michael | UNIVERSITY OF NEW HAMPSHIRE | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
146 | Pruet, Jason Anthony | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2001 | male | 3 | 9 | 2006 | 4 | 12 | 2009 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 3 | 3 | 3 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
147 | Huterer, Dragan | THE UNIVERSITY OF CHICAGO | 2001 | male | 6 | 24 | 2017 | 8 | 100 | 2017 | 0 | 1 | 0 | 1 | 1 | 3 | 3 | 2 | 2 | 5 | 2 | 2 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 2 | 0 |  0 | 1 | 0 | 2 | 1 | 4 | 3 | 5 | 6 | 7 | 7 | 6 | 4 | 5 | 13 | 9 | 5 | 4 | 4 | 13 | 5 |
148 | McKaig, Iain | Old Dominion University | 2001 | male | 3 | 0 | 2001 | 3 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
149 | Motl, Patrick Michael | Louisiana State University and Agricultural & Mechanical College | 2001 | male | 1 | 6 | 2017 | 1 | 25 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 3 | 1 | 3 | 3 | 4 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 2 |
150 | Shao, Xi | University of Maryland, College Park | 2001 | None | 4 | 6 | 2015 | 6 | 24 | 2017 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 |  1 | 0 | 0 | 1 | 0 | 4 | 1 | 2 | 1 | 0 | 2 | 2 | 1 | 2 | 1 | 4 | 2 | 0 | 2 | 2 | 1 |
151 | Snedden, Stephanie Alderamin | The University of Nebraska - Lincoln | 2001 | female | 2 | 1 | 2007 | 7 | 115 | 2014 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 1 | 1 | 2 | 7 | 7 | 10 | 6 | 14 | 9 | 10 | 6 | 6 | 6 | 14 | 16 | 4 | 0 | 0 |
152 | Hirano, Conrad Minoru | University of California, Santa Barbara | 2001 | male | 2 | 0 | 2001 | 2 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
153 | Ransom, Scott Mitchell | Harvard University | 2001 | male | 2 | 8 | 2014 | 6 | 197 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  2 | 1 | 1 | 0 | 0 | 2 | 6 | 2 | 10 | 6 | 7 | 10 | 12 | 13 | 15 | 19 | 18 | 19 | 15 | 19 | 20 |
154 | Womack, Gary Lynn | The University of Arizona | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
155 | Ricotti, Massimo | UNIVERSITY OF COLORADO AT BOULDER | 2001 | male | 5 | 21 | 2016 | 6 | 42 | 2016 | 0 | 1 | 0 | 0 | 2 | 2 | 4 | 1 | 4 | 2 | 0 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 2 |  0 | 1 | 0 | 1 | 2 | 2 | 4 | 1 | 4 | 2 | 1 | 3 | 2 | 3 | 1 | 4 | 2 | 2 | 6 | 1 | 6 |
156 | Weisel, Gary James | UNIVERSITY OF FLORIDA | 2001 | male | 1 | 0 | 2001 | 1 | 1 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
157 | Fang, Taotao | Massachusetts Institute of Technology | 2001 | male | 4 | 22 | 2016 | 4 | 53 | 2016 | 0 | 0 | 0 | 0 | 1 | 3 | 3 | 1 | 2 | 2 | 1 | 2 | 2 | 2 | 1 | 1 | 0 | 1 | 2 | 1 | 1 |  0 | 0 | 0 | 0 | 1 | 3 | 3 | 1 | 2 | 7 | 4 | 5 | 4 | 4 | 2 | 3 | 1 | 1 | 5 | 4 | 7 |
158 | Waldermarsson, Karl Wilhelm Tomas | University of Florida | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
159 | Tan, Jonathan Charles | University of California, Berkeley | 2001 | male | 4 | 14 | 2017 | 5 | 96 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 4 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 2 |  0 | 0 | 0 | 1 | 2 | 2 | 1 | 2 | 6 | 2 | 2 | 2 | 3 | 4 | 3 | 8 | 3 | 11 | 11 | 15 | 14 |
160 | Rivier, Leonard Gilles | Columbia University | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
161 | Flint, Kathleen Powers | University of California, Santa Cruz | 2001 | female | 3 | 1 | 2003 | 4 | 6 | 2009 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 2 | 0 | 3 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
162 | Stojkovic, Dejan | CASE WESTERN RESERVE UNIVERSITY | 2001 | male | 1 | 10 | 2013 | 5 | 57 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 2 | 4 | 3 | 4 | 2 | 2 | 4 | 6 | 5 | 4 | 2 | 3 | 5 | 3 | 7 |
163 | Stadel, Joachim Gerhard | UNIVERSITY OF WASHINGTON | 2001 | male | 1 | 1 | 2009 | 21 | 71 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 3 | 6 | 2 | 7 | 4 | 5 | 12 | 8 | 9 | 7 | 8 | 2 | 3 | 2 | 1 | 4 | 1 | 1 | 2 |
164 | Spitale, Joseph Nicholas | THE UNIVERSITY OF ARIZONA | 2001 | male | 2 | 7 | 2016 | 4 | 25 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 |  1 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 5 | 4 | 2 | 1 | 2 | 3 | 0 | 1 | 2 | 0 | 1 | 2 |
165 | McClure-Griffiths, Naomi Melissa | UNIVERSITY OF MINNESOTA | 2001 | female | 6 | 17 | 2016 | 8 | 120 | 2017 | 0 | 0 | 1 | 0 | 1 | 4 | 1 | 1 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 1 |  0 | 0 | 1 | 0 | 1 | 6 | 2 | 3 | 10 | 9 | 7 | 4 | 13 | 4 | 8 | 7 | 11 | 9 | 5 | 7 | 12 |
166 | Kundu, Tonushree | UNIVERSITY OF CALIFORNIA, BERKELEY | 2001 | female | 1 | 0 | 2001 | 2 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
167 | Indebetouw, Remy | University of Colorado at Boulder | 2001 | male | 3 | 11 | 2014 | 3 | 138 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 3 | 8 | 6 | 7 | 12 | 15 | 15 | 15 | 17 | 4 | 8 | 7 | 11 | 6 |
168 | Keith, Wayne Russell | RICE UNIVERSITY | 2001 | male | 2 | 2 | 2008 | 3 | 4 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
169 | Abazajian, Kevork Nazar | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2001 | male | 4 | 34 | 2016 | 8 | 54 | 2016 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 4 | 1 | 5 | 3 | 1 | 1 | 1 | 1 | 3 | 4 | 1 | 3 | 3 | 1 |  0 | 0 | 0 | 1 | 2 | 5 | 3 | 4 | 2 | 5 | 8 | 1 | 2 | 1 | 2 | 3 | 5 | 2 | 8 | 3 | 5 |
170 | Gelino, Dawn Marie | Center for Astrophysics and Space Sciences, University of California, San Diego | 2001 | female | 3 | 4 | 2014 | 5 | 37 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 4 | 0 | 3 | 2 | 1 | 3 | 1 | 0 | 0 | 6 | 6 | 5 | 3 | 4 | 1 | 1 |
171 | Ridge, Naomi A. | FCRAO, 619 Lederle GRC, University of Massachusetts, Amherst, MA 01003, USA | 2001 | female | 2 | 3 | 2006 | 2 | 11 | 2007 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 4 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
172 | Adelberger, Kurt L. | California Institute of Technology | 2001 | male | 3 | 11 | 2006 | 24 | 40 | 2008 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 6 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 6 | 2 | 7 | 5 | 5 | 6 | 7 | 12 | 6 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
173 | Chou, Yi | Harvard University | 2001 | male | 3 | 5 | 2016 | 4 | 35 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 |  0 | 1 | 0 | 0 | 0 | 3 | 3 | 1 | 0 | 2 | 1 | 0 | 2 | 1 | 1 | 2 | 2 | 3 | 3 | 10 | 4 |
174 | Lommen, Andrea Natalie | University of California, Berkeley | 2001 | female | 3 | 4 | 2015 | 4 | 30 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 3 | 3 | 4 | 1 | 0 | 2 | 5 | 2 | 0 | 2 | 3 | 3 | 1 |
175 | Browdy, Steven Franklin | University of Miami | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
176 | Lee, Hyong Chol | Northwestern University | 2001 | male | 7 | 2 | 2005 | 11 | 15 | 2014 | 2 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 2 | 1 | 2 | 0 | 3 | 0 | 2 | 2 | 2 | 0 | 0 | 2 | 0 | 2 | 1 | 1 | 1 | 2 | 0 | 0 |
