n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
183 | Perkins, Jeremy Shane | Washington University | 2006 | male | 3 | 0 | 2006 | 10 | 144 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 0 | 0 | 1 | 7 | 4 | 8 | 14 | 8 | 15 | 15 | 21 | 22 | 13 | 17 |
184 | Rozo, Eduardo | The University of Chicago, Illinois, USA | 2006 | male | 3 | 14 | 2016 | 4 | 77 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 2 | 1 | 2 | 1 | 0 | 4 | 2 | 1 |  0 | 0 | 1 | 1 | 0 | 2 | 3 | 4 | 5 | 3 | 3 | 5 | 2 | 8 | 13 | 22 |
185 | Seth, Anil | University of Washington | 2006 | male | 7 | 7 | 2014 | 12 | 93 | 2017 | 0 | 1 | 0 | 2 | 2 | 2 | 0 | 3 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 2 | 0 | 2 | 3 | 5 | 4 | 6 | 5 | 7 | 12 | 15 | 6 | 11 | 16 | 6 |
186 | Thorpe, James Ira | University of Florida | 2006 | male | 4 | 3 | 2016 | 6 | 11 | 2017 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 1 | 1 | 2 | 0 | 2 | 0 | 0 | 2 | 1 | 2 | 1 | 0 | 1 | 0 | 3 |
187 | Whalen, Daniel James | University of Illinois at Urbana-Champaign | 2006 | male | 4 | 20 | 2015 | 5 | 46 | 2017 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 5 | 0 | 1 | 1 | 2 | 8 | 2 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 4 | 0 | 5 | 1 | 2 | 2 | 4 | 13 | 9 | 4 | 2 |
188 | Holman, Hannah Lynn | Purdue University, Indiana, USA | 2006 | female | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
189 | Arzano, Michele | The University of North Carolina at Chapel Hill, North Carolina, USA | 2006 | male | 4 | 17 | 2017 | 10 | 26 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 0 | 0 | 2 | 3 | 0 | 2 | 3 | 1 | 2 |  0 | 1 | 0 | 4 | 1 | 4 | 2 | 0 | 0 | 2 | 3 | 2 | 6 | 4 | 2 | 3 |
190 | Baliber, Nairn Reese | The University of Texas at Austin, Texas, USA | 2006 | male | 1 | 0 | 2006 | 2 | 9 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 3 | 2 | 0 | 0 | 1 | 0 | 0 | 0 |
191 | Duffy, Leanne Delma | University of Florida | 2006 | female | 4 | 2 | 2009 | 5 | 3 | 2011 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
192 | Evans, Julia Wilhelmsen | University of California, Davis, California, USA | 2006 | female | 3 | 0 | 2006 | 3 | 2 | 2015 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 |
193 | Kim, Young-Rae | Carnegie Mellon University, Pennsylvania, USA | 2006 | male | 3 | 7 | 2014 | 12 | 18 | 2017 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 1 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 3 | 1 | 3 | 4 | 2 | 3 | 5 | 1 | 0 | 0 | 1 | 2 | 2 | 1 |
194 | Mandelbaum, Rachel | Princeton University | 2006 | female | 8 | 13 | 2016 | 11 | 89 | 2017 | 0 | 0 | 1 | 0 | 2 | 5 | 1 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 2 | 1 |  0 | 0 | 1 | 1 | 3 | 6 | 4 | 4 | 6 | 5 | 7 | 9 | 7 | 7 | 22 | 12 |
195 | Putzig, Nathaniel E. | University of Colorado at Boulder | 2006 | male | 2 | 6 | 2016 | 4 | 24 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 |  0 | 0 | 0 | 0 | 2 | 2 | 4 | 4 | 5 | 1 | 1 | 0 | 1 | 2 | 1 | 5 |
196 | Steffen, Jason | University of Washington | 2006 | male | 3 | 16 | 2016 | 5 | 61 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 2 | 1 | 4 | 3 | 0 | 1 | 3 |  0 | 0 | 0 | 1 | 3 | 1 | 2 | 2 | 3 | 7 | 13 | 13 | 6 | 5 | 4 | 6 |
197 | Smith, Howard Todd | University of Virginia, Virginia, USA | 2006 | male | 3 | 6 | 2016 | 15 | 35 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 6 | 8 | 4 | 8 | 6 | 3 | 2 | 3 | 1 | 2 | 3 | 3 |
198 | Gorlova, Nadiya Igorivna | The University of Arizona | 2006 | female | 2 | 4 | 2015 | 5 | 13 | 2015 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 |  0 | 0 | 3 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 6 | 2 | 0 | 3 | 0 |
199 | Hott, Adam M. | Ball State University, Indiana, USA | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
200 | Covey, Kevin R. | University of Washington, Washington, USA | 2006 | male | 5 | 6 | 2016 | 26 | 79 | 2017 | 0 | 0 | 1 | 0 | 2 | 2 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 4 | 7 | 4 | 6 | 5 | 7 | 7 | 4 | 8 | 8 | 10 | 5 | 11 | 9 | 8 |
201 | Gomez, Enrique Alberto | The University of Alabama | 2006 | male | 2 | 1 | 2014 | 3 | 2 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |
202 | Knez, Claudia | The University of Texas at Austin | 2006 | female | 2 | 2 | 2012 | 7 | 12 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 4 | 1 | 1 | 2 | 3 | 3 | 1 | 1 | 0 | 0 | 0 |
203 | Leutenegger, Maurice Andrew | Columbia University | 2006 | male | 3 | 4 | 2013 | 8 | 23 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 |  1 | 0 | 1 | 3 | 0 | 3 | 1 | 1 | 0 | 2 | 1 | 2 | 4 | 3 | 4 | 3 |
204 | Ziffer, Julie Elaine | University of Central Florida | 2006 | female | 2 | 1 | 2011 | 3 | 11 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 2 | 3 | 2 | 0 | 1 | 0 | 1 |
205 | Aboobaker, Asad Marfani | Princeton University, New Jersey, USA | 2006 | male | 1 | 0 | 2006 | 2 | 4 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
206 | Chonko, James C. | Columbia University, New York, USA | 2006 | male | 1 | 0 | 2006 | 3 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
207 | Davis, Shane W. | University of California, Santa Barbara | 2006 | male | 4 | 7 | 2014 | 18 | 38 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 |  0 | 1 | 2 | 3 | 3 | 9 | 1 | 3 | 2 | 3 | 9 | 5 | 4 | 7 | 0 | 3 |
208 | Mandal, Anirban | Rice University, Texas, USA | 2006 | male | 2 | 1 | 2011 | 4 | 1 | 2011 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
209 | Holsclaw, Greg M. | University of Colorado at Boulder, Colorado, USA | 2006 | male | 1 | 0 | 2006 | 1 | 22 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 12 | 0 |
210 | Liu, Junjun | California Institute of Technology | 2006 | male | 12 | 51 | 2017 | 52 | 278 | 2017 | 1 | 1 | 2 | 3 | 1 | 4 | 3 | 4 | 3 | 5 | 9 | 6 | 9 | 1 | 4 | 3 |  9 | 3 | 8 | 10 | 9 | 13 | 11 | 18 | 24 | 26 | 29 | 39 | 39 | 25 | 24 | 21 |
211 | Tenishev, Valeriy M. | University of Michigan | 2006 | male | 1 | 6 | 2016 | 1 | 40 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 3 | 2 | 4 | 2 | 6 | 9 | 9 |
212 | Bezayiff, Nate | University of California, Santa Cruz | 2006 | male | 1 | 0 | 2006 | 3 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
213 | Chae, Kyung Yuk | The University of Tennessee | 2006 | male | 2 | 1 | 2009 | 3 | 24 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 4 | 3 | 4 | 4 | 0 | 0 | 2 | 3 |
214 | Keeney, Brian A. | University of Colorado at Boulder | 2006 | male | 5 | 5 | 2017 | 10 | 31 | 2017 | 0 | 1 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 |  0 | 1 | 2 | 3 | 1 | 3 | 0 | 1 | 1 | 6 | 6 | 3 | 3 | 5 | 3 | 1 |
215 | Bolon, Cynthia Pearl | University of Missouri - Rolla | 2006 | female | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
216 | Coy, Jennifer J. | Purdue University | 2006 | female | 1 | 0 | 2006 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
217 | Nelli, Steven M. | New Mexico State University | 2006 | male | 1 | 2 | 2010 | 3 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 |
218 | Pierce, Donna Michelle | University of Maryland, College Park, Maryland, USA | 2006 | female | 1 | 1 | 2010 | 3 | 5 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 |
219 | Wise, Stacy M. | University of Florida | 2006 | female | 3 | 0 | 2006 | 20 | 19 | 2009 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 7 | 9 | 4 | 8 | 10 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
220 | Barrett, Elizabeth | University of Hawai'i at Manoa | 2006 | female | 1 | 0 | 2006 | 4 | 6 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |
221 | Crowl, Hugh Horgan | Yale University | 2006 | male | 4 | 2 | 2008 | 4 | 10 | 2017 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 1 |
222 | Anderson, Carrie M. | New Mexico State University | 2006 | female | 2 | 11 | 2016 | 5 | 32 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 2 | 3 | 1 | 1 | 0 | 1 |  0 | 1 | 1 | 1 | 0 | 2 | 1 | 3 | 2 | 5 | 3 | 9 | 1 | 2 | 2 | 3 |
223 | Bundy, Kevin | California Institute of Technology | 2006 | male | 4 | 7 | 2015 | 9 | 104 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 0 |  0 | 0 | 0 | 1 | 4 | 4 | 14 | 4 | 9 | 11 | 9 | 14 | 7 | 4 | 10 | 11 |
224 | Collins, Nicholas R. | The Catholic University of America, District of Columbia, USA | 2006 | male | 2 | 1 | 2009 | 15 | 5 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  5 | 1 | 2 | 5 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 |
225 | Gray, Pamela A. | Widener University | 2006 | female | 1 | 0 | 2006 | 2 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
226 | Wheaton, Gene | University of Colorado at Boulder, Colorado, USA | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
227 | Zhang, Jun | Columbia University | 2006 | male | 30 | 76 | 2017 | 128 | 417 | 2017 | 6 | 2 | 5 | 4 | 6 | 7 | 8 | 9 | 8 | 11 | 9 | 5 | 5 | 5 | 11 | 1 |  24 | 7 | 28 | 12 | 30 | 27 | 26 | 51 | 48 | 30 | 35 | 29 | 34 | 42 | 64 | 41 |
228 | Amanik, Philip | University of California, San Diego, California, USA | 2006 | male | 2 | 2 | 2007 | 2 | 2 | 2007 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
229 | Chiu, Kuenley | The Johns Hopkins University, Maryland, USA | 2006 | None | 4 | 3 | 2008 | 14 | 24 | 2015 | 1 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 4 | 3 | 4 | 8 | 6 | 3 | 6 | 0 | 0 | 0 | 0 | 1 | 0 |
230 | Donmez, Burcin | University of New Hampshire, New Hampshire, USA | 2006 | female | 1 | 0 | 2006 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
231 | Rahkola, Rauha John | University of Oregon | 2006 | female | 1 | 0 | 2006 | 20 | 19 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 8 | 8 | 4 | 8 | 10 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
232 | Sivakoff, Gregory Robert | University of Virginia | 2006 | male | 5 | 3 | 2008 | 9 | 80 | 2017 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 1 | 3 | 2 | 4 | 8 | 4 | 4 | 5 | 8 | 11 | 9 | 12 | 11 |
233 | Adams, Elena Y. | University of Michigan | 2006 | female | 1 | 0 | 2006 | 6 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
234 | Roman-Zuniga, Carlos G. | University of Florida | 2006 | male | 1 | 0 | 2006 | 2 | 36 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 3 | 3 | 4 | 0 | 2 | 5 | 4 | 9 | 3 |
235 | Watson, Casey R. | The Ohio State University, Ohio, USA | 2006 | male | 7 | 8 | 2016 | 23 | 30 | 2016 | 0 | 1 | 2 | 1 | 0 | 3 | 1 | 1 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 1 |  1 | 1 | 4 | 5 | 7 | 5 | 6 | 4 | 4 | 2 | 5 | 2 | 3 | 2 | 1 | 1 |
236 | Zhu, Qingfeng | The University of Texas at Austin | 2006 | male | 4 | 3 | 2009 | 19 | 48 | 2017 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 5 | 3 | 1 | 3 | 5 | 2 | 5 | 6 | 2 | 4 | 6 | 3 | 7 | 7 | 3 |
237 | Attolini, Christian Stephan-Otto | Tufts University | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
238 | Childers, Jeffery Dale | University of California, Santa Barbara, California, USA | 2006 | male | 2 | 0 | 2006 | 5 | 2 | 2015 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
239 | Drosback, Meredith Marie | University of Colorado at Boulder, Colorado, USA | 2006 | female | 1 | 0 | 2006 | 2 | 8 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 4 | 2 | 0 | 0 | 0 | 0 | 0 |
240 | Faccioli, Lorenzo | University of Pennsylvania, Pennsylvania, USA | 2006 | male | 1 | 4 | 2014 | 3 | 25 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 5 | 2 | 1 | 4 | 1 | 2 | 1 | 5 |
241 | Bacon, Candice Marie | University of Rochester | 2006 | female | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
242 | Cai, Bei | University of Minnesota, Minnesota, USA | 2006 | female | 1 | 0 | 2006 | 5 | 21 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 4 | 5 | 2 | 2 | 1 | 0 | 2 | 1 | 2 | 1 |
243 | Koester, Benjamin P. | University of Michigan | 2006 | male | 1 | 3 | 2010 | 2 | 39 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 4 | 3 | 9 | 6 | 5 | 9 | 2 | 1 | 0 | 0 |
244 | Leman, Steven W. | Stanford University, California, USA | 2006 | male | 2 | 4 | 2012 | 2 | 15 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 2 | 4 | 5 | 3 | 0 | 0 | 0 |
245 | Marriage, Tobias Andrew | Princeton University | 2006 | male | 2 | 2 | 2011 | 4 | 52 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 0 | 3 | 10 | 9 | 11 | 6 | 3 | 7 |
246 | Pretz, John | University of Maryland, College Park | 2006 | male | 1 | 2 | 2011 | 8 | 32 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 5 | 4 | 8 | 5 | 0 | 1 | 4 | 1 | 4 | 3 | 1 |
247 | Liang, Mao-Chang | California Institute of Technology, States -- California | 2006 | male | 6 | 6 | 2009 | 13 | 29 | 2017 | 1 | 0 | 1 | 1 | 2 | 1 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 2 | 5 | 3 | 6 | 5 | 3 | 3 | 3 | 4 | 0 | 2 | 0 | 1 |
248 | Lin, David J. | Northwestern University, Illinois, USA | 2006 | male | 3 | 1 | 2014 | 3 | 6 | 2016 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 2 |
249 | McCarty, Kevin B. | Princeton University, New Jersey, USA | 2006 | male | 1 | 0 | 2006 | 3 | 5 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
250 | Padmanabhan, Nikhil | Princeton University | 2006 | male | 7 | 9 | 2016 | 22 | 83 | 2017 | 1 | 0 | 1 | 1 | 3 | 1 | 2 | 2 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 1 |  1 | 0 | 3 | 6 | 7 | 5 | 6 | 9 | 9 | 3 | 6 | 13 | 10 | 6 | 8 | 10 |
251 | Ray Majumder, Saikat K. | The University of Wisconsin - Milwaukee | 2006 | male | 1 | 0 | 2006 | 13 | 19 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 8 | 4 | 8 | 10 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
252 | Salomone, Matthew David | Northwestern University, Illinois, USA | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
253 | Tufts, Joseph Rutledge | The University of Texas at Austin, Texas, USA | 2006 | male | 1 | 0 | 2006 | 4 | 3 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |
254 | Boylan-Kolchin, Michael Robert | University of California, Berkeley | 2006 | male | 5 | 12 | 2016 | 6 | 67 | 2017 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 2 | 1 | 1 |  0 | 0 | 0 | 3 | 1 | 2 | 1 | 1 | 1 | 6 | 8 | 5 | 10 | 13 | 6 | 9 |
