n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
238 | Papadomanolakis, Stratos | Carnegie Mellon University | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
239 | Mandell, Eric | University of Missouri - Rolla | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
240 | Sato, Taro | University of California, Santa Barbara | 2007 | male | 11 | 9 | 2014 | 42 | 49 | 2017 | 0 | 2 | 1 | 2 | 4 | 2 | 1 | 1 | 0 | 3 | 0 | 2 | 2 | 0 | 0 |  3 | 6 | 4 | 9 | 13 | 7 | 11 | 6 | 4 | 10 | 6 | 5 | 2 | 2 | 1 |
241 | Keres, Dusan | University of Massachusetts Amherst | 2007 | male | 2 | 0 | 2007 | 6 | 61 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 1 | 3 | 2 | 6 | 8 | 5 | 6 | 4 | 3 | 10 | 9 |
242 | Mitchell, Thomas | Washington University in St. Louis | 2007 | male | 2 | 3 | 2015 | 2 | 6 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 1 | 0 |
243 | Siegler, Nicholas | The University of Arizona | 2007 | male | 1 | 0 | 2007 | 4 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
244 | Al-Abdullah, Tariq Abdalhamed | Texas A&M University | 2007 | male | 1 | 2 | 2014 | 3 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 |
245 | Barczys, Matthew Michael | University of California, Los Angeles | 2007 | male | 1 | 0 | 2007 | 8 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 4 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
246 | Chen, Chang-Hui | University of Illinois at Urbana-Champaign | 2007 | male | 12 | 35 | 2016 | 43 | 173 | 2017 | 1 | 3 | 1 | 4 | 1 | 2 | 3 | 2 | 4 | 6 | 3 | 5 | 4 | 1 | 7 |  4 | 6 | 11 | 9 | 5 | 8 | 17 | 19 | 18 | 19 | 23 | 16 | 14 | 16 | 24 |
247 | Romano, Antonio Enea | The University of Wisconsin - Madison | 2007 | male | 4 | 13 | 2016 | 9 | 24 | 2016 | 0 | 1 | 0 | 0 | 0 | 3 | 1 | 0 | 2 | 1 | 3 | 2 | 1 | 0 | 3 |  0 | 1 | 0 | 1 | 2 | 5 | 2 | 2 | 2 | 5 | 3 | 3 | 2 | 1 | 4 |
248 | Sabirli, Kivanc | Carnegie Mellon University | 2007 | male | 1 | 0 | 2007 | 5 | 6 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 0 | 2 | 0 | 1 | 3 | 0 | 0 | 0 | 0 |
249 | Teig, Matthew James | University of California, Irvine | 2007 | male | 1 | 1 | 2008 | 1 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
250 | Wang, Lianqi | University of California, Irvine | 2007 | male | 10 | 26 | 2017 | 46 | 181 | 2017 | 2 | 2 | 1 | 1 | 2 | 2 | 3 | 5 | 0 | 2 | 3 | 2 | 2 | 4 | 3 |  3 | 10 | 8 | 8 | 9 | 8 | 7 | 13 | 28 | 14 | 20 | 28 | 21 | 20 | 19 |
251 | Wang, Chih-Wei | University of Southern California | 2007 | male | 10 | 17 | 2016 | 40 | 99 | 2017 | 1 | 2 | 1 | 3 | 1 | 2 | 1 | 3 | 2 | 1 | 2 | 2 | 4 | 1 | 1 |  4 | 9 | 4 | 10 | 6 | 7 | 14 | 11 | 10 | 11 | 8 | 9 | 11 | 10 | 11 |
252 | Winston, Elaine | SAO | 2007 | female | 3 | 5 | 2012 | 8 | 12 | 2014 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 0 | 5 | 1 | 1 | 2 | 2 | 4 | 1 | 1 | 0 | 0 |
253 | Deng, Na | New Jersey Institute of Technology | 2007 | female | 4 | 5 | 2016 | 12 | 26 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1 |  1 | 0 | 1 | 2 | 2 | 6 | 1 | 1 | 3 | 2 | 5 | 4 | 3 | 3 | 2 |
254 | Dell'Aquila, Eleonora | Rutgers The State University of New Jersey - New Brunswick | 2007 | female | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
255 | Tosca, Nicholas James, III | State University of New York at Stony Brook | 2007 | male | 5 | 8 | 2011 | 21 | 13 | 2013 | 0 | 0 | 1 | 1 | 1 | 2 | 3 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 8 | 9 | 3 | 4 | 3 | 2 | 2 | 1 | 1 | 0 | 0 | 0 |
256 | Busha, Michael Travis | University of Michigan | 2007 | male | 5 | 3 | 2011 | 6 | 34 | 2016 | 0 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 0 | 1 | 0 | 2 | 1 | 2 | 3 | 6 | 5 | 2 | 5 | 5 | 5 |
257 | Pritchard, Jonathan Robin | California Institute of Technology | 2007 | male | 6 | 8 | 2015 | 14 | 37 | 2016 | 0 | 0 | 0 | 1 | 2 | 3 | 2 | 1 | 3 | 0 | 1 | 0 | 0 | 1 | 0 |  1 | 1 | 1 | 3 | 3 | 5 | 6 | 4 | 4 | 5 | 4 | 2 | 3 | 7 | 2 |
258 | Boley, Aaron Christopher | Indiana University | 2007 | male | 6 | 11 | 2016 | 8 | 33 | 2017 | 0 | 0 | 0 | 0 | 2 | 4 | 1 | 2 | 2 | 1 | 2 | 1 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 4 | 4 | 2 | 2 | 2 | 4 | 5 | 6 | 3 | 3 | 5 |
259 | Soderblom, Jason | Cornell University | 2007 | male | 3 | 5 | 2015 | 10 | 35 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 3 | 0 | 5 | 2 | 3 | 4 | 3 | 2 | 4 | 2 | 4 | 3 | 8 |
260 | Stalder, Brian Adam | University of Hawai'i at Manoa | 2007 | male | 1 | 2 | 2013 | 3 | 66 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 0 | 3 | 8 | 7 | 6 | 11 | 5 | 11 | 11 |
261 | Bay, Thomas Joel | Stanford University | 2007 | male | 2 | 0 | 2007 | 3 | 0 | 2007 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
262 | Micic, Miroslav | The Pennsylvania State University | 2007 | male | 3 | 3 | 2016 | 3 | 8 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 3 |
263 | Murphy, Eric Joseph | Yale University | 2007 | male | 4 | 16 | 2017 | 29 | 125 | 2017 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 3 | 1 | 2 | 2 | 3 | 0 | 2 | 0 |  0 | 0 | 4 | 4 | 10 | 11 | 3 | 6 | 12 | 20 | 16 | 21 | 10 | 19 | 7 |
264 | Barker, Michael K. | University of Florida | 2007 | male | 4 | 6 | 2016 | 9 | 14 | 2017 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 |  1 | 1 | 2 | 0 | 1 | 4 | 1 | 2 | 0 | 1 | 3 | 0 | 1 | 1 | 3 |
265 | van Eyken, Julian Christopher | University of Florida | 2007 | male | 2 | 4 | 2015 | 3 | 26 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 2 | 1 | 2 | 4 | 4 | 5 | 2 | 2 | 4 |
266 | Hughes, Patrick Phillip | University of Maryland, College Park | 2007 | male | 1 | 0 | 2007 | 1 | 2 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
267 | McMahon, Erin Malia | The University of Texas at Austin | 2007 | female | 3 | 0 | 2007 | 5 | 1 | 2008 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
268 | Shetty, Rahul | University of Maryland, College Park | 2007 | male | 3 | 12 | 2016 | 3 | 31 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 1 | 2 | 2 | 1 | 2 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 2 | 4 | 3 | 4 | 4 | 5 | 3 | 3 |
269 | Atulugama, Buddhika Sanjeevi Kumari | The Pennsylvania State University | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
270 | Bentz, Misty C. | The Ohio State University | 2007 | female | 7 | 12 | 2016 | 18 | 59 | 2017 | 0 | 0 | 3 | 0 | 2 | 2 | 2 | 3 | 2 | 0 | 0 | 1 | 1 | 1 | 2 |  1 | 0 | 3 | 2 | 6 | 6 | 6 | 8 | 6 | 4 | 5 | 6 | 5 | 7 | 6 |
271 | Deo, Rajesh | Georgia State University | 2007 | male | 3 | 3 | 2011 | 9 | 13 | 2014 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 3 | 3 | 3 | 3 | 2 | 3 | 1 | 0 | 1 | 0 | 0 |
272 | Hedden, Abigail S. | The University of Arizona | 2007 | female | 2 | 1 | 2009 | 8 | 6 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 3 | 0 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 |
273 | Qin, Liping | The University of Chicago | 2007 | female | 1 | 12 | 2015 | 3 | 22 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 5 | 0 | 2 | 2 | 1 | 0 | 0 | 2 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 9 | 0 | 3 | 2 | 2 | 0 | 0 | 3 | 0 |
274 | Richwine, Pebble Lea | The University of Arizona | 2007 | female | 7 | 0 | 2007 | 10 | 0 | 2007 | 0 | 0 | 1 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 2 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
275 | Westover, Michael | Harvard University | 2007 | male | 1 | 0 | 2007 | 4 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
276 | Yoachim, Peter | University of Washington | 2007 | male | 3 | 5 | 2012 | 5 | 15 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 2 | 2 | 2 | 1 | 0 | 2 | 1 | 1 | 3 | 1 |
277 | Zhang, Ke | University of Maryland, College Park | 2007 | male | 8 | 20 | 2017 | 23 | 73 | 2017 | 0 | 2 | 3 | 0 | 0 | 3 | 4 | 4 | 0 | 1 | 1 | 3 | 1 | 4 | 1 |  2 | 3 | 4 | 3 | 3 | 8 | 6 | 8 | 4 | 3 | 8 | 13 | 8 | 10 | 9 |
278 | Abbasi, Rasha Usama | The University of Utah | 2007 | female | 12 | 63 | 2017 | 15 | 89 | 2017 | 0 | 0 | 4 | 4 | 2 | 2 | 5 | 8 | 13 | 13 | 10 | 4 | 3 | 4 | 1 |  1 | 0 | 5 | 4 | 3 | 2 | 6 | 9 | 14 | 15 | 10 | 17 | 10 | 5 | 1 |
279 | Lee, Joong Yeol | University of California, Los Angeles | 2007 | male | 5 | 5 | 2012 | 21 | 93 | 2017 | 0 | 0 | 0 | 0 | 1 | 4 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  2 | 0 | 1 | 3 | 2 | 13 | 11 | 7 | 10 | 2 | 5 | 10 | 17 | 22 | 7 |
280 | Mensah, Francis Emmanuel Tofodji | Howard University | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
281 | Cowee, Misa Melina | University of California, Los Angeles | 2007 | female | 7 | 8 | 2012 | 7 | 17 | 2017 | 0 | 1 | 0 | 2 | 1 | 3 | 2 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 1 | 3 | 4 | 2 | 3 | 0 | 2 | 0 | 3 | 0 | 2 |
282 | Randono, Andrew Culp | The University of Texas at Austin | 2007 | male | 1 | 8 | 2011 | 1 | 9 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 2 | 0 | 0 | 0 | 0 | 0 |
283 | McElwain, Michael William | University of California, Los Angeles | 2007 | male | 3 | 0 | 2007 | 15 | 63 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 2 | 5 | 5 | 0 | 1 | 2 | 4 | 9 | 11 | 8 | 10 | 12 |
284 | McGrath, Elizabeth J. | University of Hawai'i at Manoa | 2007 | female | 3 | 1 | 2008 | 6 | 49 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 0 | 1 | 2 | 2 | 0 | 0 | 9 | 11 | 9 | 9 | 3 | 2 |
285 | Sheffer, Abigail Anne | The University of Arizona | 2007 | female | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
286 | Berndtson, Mark V. | University of Colorado at Boulder | 2007 | male | 1 | 1 | 2009 | 1 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
287 | Smith, Britton Devon | The Pennsylvania State University | 2007 | male | 4 | 7 | 2017 | 9 | 51 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 |  1 | 1 | 1 | 2 | 1 | 3 | 4 | 4 | 6 | 4 | 6 | 7 | 6 | 1 | 4 |
288 | Strong, David M. | Air Force Institute of Technology | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
289 | Hoffman, Loren | Harvard University | 2007 | male | 3 | 2 | 2010 | 3 | 3 | 2010 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
290 | Bazavov, Oleksiy | The Florida State University | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
291 | Chapman, Nicholas Lane | University of Maryland, College Park | 2007 | male | 2 | 4 | 2013 | 16 | 25 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 5 | 9 | 6 | 3 | 2 | 3 | 0 | 4 | 5 | 2 | 0 |
292 | Benzvi, Segev Yosef | School: Columbia University | 2007 | male | 3 | 2 | 2011 | 25 | 136 | 2017 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 3 | 6 | 6 | 8 | 9 | 3 | 8 | 20 | 22 | 20 | 14 | 16 | 17 |
293 | Hall, Jeter C., IV | The University of Utah | 2007 | male | 5 | 1 | 2009 | 47 | 38 | 2017 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 22 | 6 | 6 | 7 | 5 | 4 | 4 | 4 | 4 | 3 | 7 | 3 | 5 | 3 |
294 | Schulz, Alexia Eirinn | Harvard University | 2007 | female | 5 | 5 | 2015 | 8 | 129 | 2017 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 0 |  1 | 1 | 0 | 2 | 1 | 3 | 1 | 0 | 2 | 7 | 14 | 19 | 33 | 27 | 18 |
295 | Strandberg, Elizabeth | University of Notre Dame | 2007 | female | 1 | 1 | 2008 | 2 | 8 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 3 | 3 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |
296 | Soderberg, Alicia | California Institute of Technology | 2007 | female | 14 | 5 | 2012 | 47 | 110 | 2017 | 1 | 1 | 3 | 2 | 5 | 2 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 8 | 4 | 10 | 14 | 10 | 9 | 5 | 10 | 12 | 19 | 17 | 16 | 13 | 8 |
297 | Salem, Michael Phillip | California Institute of Technology | 2007 | male | 3 | 7 | 2013 | 5 | 13 | 2014 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 2 | 0 | 0 | 0 |  1 | 0 | 0 | 2 | 0 | 2 | 1 | 1 | 4 | 1 | 3 | 2 | 1 | 0 | 0 |
298 | Stephens, Branson Craig | University of Illinois at Urbana-Champaign | 2007 | male | 2 | 2 | 2011 | 11 | 54 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 4 | 3 | 1 | 0 | 0 | 1 | 2 | 0 | 9 | 4 | 27 |
299 | de Naray, Rachel Kuzio | University of Maryland, College Park | 2007 | female | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
300 | Treuthardt, Patrick Mark | The University of Alabama | 2007 | male | 2 | 3 | 2012 | 3 | 5 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |
301 | Thomas-Keprta, Kathie Louise | Texas Southern University | 2007 | female | 1 | 2 | 2014 | 2 | 6 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 3 | 0 | 0 |
302 | Galley, Chad Ryan | University of Maryland, College Park | 2007 | male | 3 | 12 | 2016 | 3 | 23 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | 4 | 3 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 1 | 8 | 3 | 3 | 2 | 1 |
303 | Pessah, Martin Elias | The University of Arizona | 2007 | male | 7 | 6 | 2013 | 8 | 20 | 2017 | 0 | 1 | 0 | 1 | 2 | 3 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 2 | 0 | 1 | 2 | 3 | 2 | 2 | 2 | 0 | 1 | 1 | 0 | 7 | 4 |
304 | Kadish, Jonathan Maxwell | University of Michigan | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
305 | Margheim, Steven J. | Indiana University | 2007 | male | 1 | 0 | 2007 | 1 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 1 |
306 | Evanko, Liberty Rae | Brigham Young University | 2007 | male | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
307 | Jensen, Adam G. | University of Colorado at Boulder | 2007 | male | 5 | 3 | 2012 | 7 | 12 | 2017 | 0 | 0 | 0 | 1 | 0 | 4 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 5 | 3 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 1 |
308 | Liu, Kaijun | Cornell University | 2007 | male | 3 | 16 | 2016 | 6 | 73 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 3 | 3 | 4 | 0 | 3 | 1 | 1 |  0 | 0 | 0 | 2 | 1 | 3 | 1 | 4 | 7 | 6 | 10 | 3 | 14 | 11 | 14 |
309 | Marble, Andrew Robert | The University of Arizona | 2007 | male | 3 | 3 | 2010 | 6 | 10 | 2014 | 0 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 0 | 3 | 3 | 1 | 1 | 2 | 1 | 1 | 1 | 0 | 0 |
310 | Nisbett, Catherine Elaine | Princeton University | 2007 | female | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
311 | O'Neill, Sean M. | University of Minnesota | 2007 | male | 4 | 6 | 2012 | 4 | 8 | 2014 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 1 | 0 | 3 | 1 | 2 | 1 | 0 | 1 | 0 | 0 |
312 | Rosario, David John Vikas | University of Virginia | 2007 | male | 1 | 0 | 2007 | 1 | 50 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 3 | 2 | 7 | 8 | 12 | 11 | 4 |
313 | Ursino, Eugenio | University of Miami | 2007 | male | 2 | 5 | 2016 | 3 | 18 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 3 | 1 | 2 | 1 | 1 | 3 | 1 | 4 |
