n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Rao, Shanti Raja | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | female | 1 | 0 | 2003 | 7 | 17 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 2 | 2 | 1 | 7 | 7 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
2 | Athey, Alex Edward | UNIVERSITY OF MICHIGAN | 2003 | male | 2 | 2 | 2009 | 5 | 6 | 2009 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 2 | 2 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3 | Myers, Jeannette Marie | CLEMSON UNIVERSITY | 2003 | female | 2 | 1 | 2010 | 2 | 56 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 6 | 8 | 3 | 8 | 14 | 14 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
4 | Kinkhabwala, Ali Amir | COLUMBIA UNIVERSITY | 2003 | male | 4 | 0 | 2003 | 10 | 0 | 2003 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 0 | 4 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
5 | Lewis, Matthew James | UNIVERSITY OF MICHIGAN | 2003 | male | 3 | 1 | 2004 | 7 | 7 | 2008 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 2 | 3 | 2 | 3 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
6 | Montroy, Thomas Erhardt | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 2003 | male | 2 | 1 | 2006 | 18 | 69 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 3 | 4 | 8 | 0 | 2 | 7 | 5 | 2 | 2 | 10 | 9 | 11 | 10 | 5 | 5 | 1 |
7 | Zentner, Andrew Ronald | THE OHIO STATE UNIVERSITY | 2003 | male | 4 | 9 | 2014 | 5 | 65 | 2016 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 2 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 2 | 5 | 6 | 5 | 5 | 7 | 4 | 7 | 6 | 5 | 4 | 5 | 4 |
8 | Messaritaki, Eirini | University of Florida | 2003 | female | 1 | 2 | 2007 | 2 | 32 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 9 | 3 | 9 | 7 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
9 | Sherry, William Henry | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 2003 | male | 1 | 2 | 2008 | 1 | 23 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 3 | 1 | 2 | 7 | 2 | 0 | 0 | 2 | 2 |
10 | Murr, David Lee | BOSTON UNIVERSITY | 2003 | male | 4 | 1 | 2007 | 11 | 10 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 1 | 2 | 2 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 |
11 | Pelkey, Shannon M. | UNIVERSITY OF COLORADO AT BOULDER | 2003 | female | 4 | 2 | 2007 | 5 | 9 | 2009 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 1 | 2 | 1 | 1 | 1 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
12 | Riddolls, Ryan James | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2003 | male | 1 | 0 | 2003 | 5 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
13 | Glassman, Tiffany Michelle | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2003 | female | 3 | 0 | 2003 | 6 | 3 | 2012 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
14 | Hynek, Brian Michael | WASHINGTON UNIVERSITY | 2003 | male | 5 | 10 | 2013 | 7 | 37 | 2017 | 0 | 0 | 0 | 1 | 1 | 3 | 1 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 4 | 1 | 2 | 3 | 1 | 2 | 3 | 4 | 6 | 3 | 6 | 3 | 1 | 1 |
15 | Groves, Peter Bernard | WAKE FOREST UNIVERSITY, THE BOWMAN GRAY SCHOOL OF MEDICINE | 2003 | male | 2 | 0 | 2003 | 3 | 0 | 2003 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
16 | Rhode, Katherine Louise | Yale University | 2003 | female | 5 | 7 | 2017 | 6 | 42 | 2017 | 0 | 1 | 0 | 2 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 0 | 2 | 1 | 1 | 3 | 4 | 1 | 0 | 2 | 4 | 6 | 5 | 4 | 8 | 1 |
17 | Thomas, Rollin Corwin | THE UNIVERSITY OF OKLAHOMA | 2003 | male | 4 | 9 | 2017 | 13 | 113 | 2017 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 3 | 2 | 5 | 3 | 9 | 6 | 7 | 4 | 3 | 6 | 4 | 12 | 6 | 11 | 9 | 16 | 14 |
18 | Allen, Ursula Adrianne | UNIVERSITY OF COLORADO AT BOULDER | 2003 | female | 1 | 1 | 2013 | 1 | 1 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
19 | Chen, Yanbei | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | None | 29 | 67 | 2017 | 73 | 502 | 2017 | 3 | 3 | 3 | 7 | 3 | 10 | 5 | 3 | 8 | 6 | 4 | 3 | 8 | 7 | 3 | 3 | 7 | 5 | 4 |  5 | 8 | 13 | 15 | 11 | 21 | 25 | 28 | 31 | 28 | 32 | 36 | 29 | 40 | 52 | 31 | 49 | 39 | 63 |
20 | Zach, Juergen Johann | THE OHIO STATE UNIVERSITY | 2003 | male | 3 | 0 | 2003 | 5 | 0 | 2003 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
21 | Hidaka, Jun | THE UNIVERSITY OF UTAH | 2003 | male | 1 | 3 | 2016 | 1 | 13 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 4 | 2 | 3 |
22 | Byrne, Shane | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | male | 4 | 5 | 2009 | 7 | 62 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 4 | 2 | 2 | 0 | 3 | 4 | 2 | 10 | 4 | 4 | 4 | 4 | 8 | 11 |
23 | Payton, Allison Mccomiskey | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 2003 | female | 1 | 0 | 2003 | 2 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
24 | Larsen, Kristopher William | WASHINGTON UNIVERSITY | 2003 | male | 2 | 20 | 2016 | 3 | 33 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 3 | 3 | 1 | 4 | 2 | 1 | 2 | 3 |  0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 3 | 3 | 3 | 3 | 2 | 6 | 2 | 3 | 3 | 4 |
25 | Peterson, John Russell | COLUMBIA UNIVERSITY | 2003 | male | 3 | 5 | 2015 | 13 | 32 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 7 | 2 | 3 | 4 | 1 | 4 | 2 | 0 | 3 | 4 | 0 | 2 | 4 | 1 | 3 | 4 |
26 | Berger, David Harold | GEORGIA STATE UNIVERSITY | 2003 | male | 2 | 3 | 2008 | 3 | 19 | 2014 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 1 | 4 | 7 | 3 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 |
27 | Chiboucas, Kristin Suzann | UNIVERSITY OF MICHIGAN | 2003 | female | 1 | 7 | 2013 | 3 | 20 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 3 | 2 | 0 | 4 | 2 | 3 | 2 | 2 | 1 | 0 | 1 |
28 | Lindsay, Bruce Douglas | BAYLOR UNIVERSITY | 2003 | male | 2 | 0 | 2003 | 2 | 0 | 2003 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
29 | Stage, Michael D. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2003 | male | 1 | 2 | 2006 | 1 | 6 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 |
30 | Wang, Xiaohu | HARVARD UNIVERSITY | 2003 | male | 21 | 75 | 2016 | 71 | 331 | 2017 | 0 | 2 | 4 | 5 | 5 | 5 | 1 | 5 | 3 | 5 | 4 | 11 | 5 | 5 | 12 | 7 | 6 | 8 | 3 |  3 | 5 | 6 | 22 | 10 | 25 | 8 | 28 | 18 | 18 | 33 | 21 | 12 | 15 | 28 | 23 | 32 | 38 | 49 |
31 | Esch, David Nathaniel | HARVARD UNIVERSITY | 2003 | male | 1 | 1 | 2004 | 1 | 1 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Ricca, Bradley James | CASE WESTERN RESERVE UNIVERSITY | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
33 | Sharpee, Brian David | MICHIGAN STATE UNIVERSITY | 2003 | male | 4 | 6 | 2008 | 5 | 13 | 2012 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 3 | 1 | 4 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
34 | Armstrong, John Charles | UNIVERSITY OF WASHINGTON | 2003 | male | 2 | 6 | 2014 | 5 | 11 | 2015 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 0 |
35 | Bauer, James Monie | UNIVERSITY OF HAWAI'I | 2003 | male | 5 | 12 | 2015 | 9 | 79 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 2 | 2 | 0 | 1 | 0 |  0 | 1 | 1 | 2 | 2 | 3 | 1 | 2 | 2 | 6 | 5 | 4 | 3 | 15 | 12 | 7 | 8 | 7 | 4 |
36 | Chen, Yue | RICE UNIVERSITY | 2003 | female | 28 | 69 | 2017 | 63 | 466 | 2017 | 3 | 3 | 3 | 7 | 3 | 9 | 5 | 3 | 6 | 7 | 5 | 3 | 8 | 6 | 4 | 3 | 8 | 5 | 5 |  5 | 8 | 13 | 14 | 8 | 15 | 21 | 30 | 24 | 28 | 32 | 34 | 25 | 33 | 45 | 27 | 50 | 37 | 61 |
37 | Potter, Daniel Edward | UNIVERSITY OF HAWAI'I | 2003 | male | 3 | 0 | 2003 | 13 | 7 | 2013 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 4 | 1 | 3 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
38 | Wardell, Zachary Edward | UNIVERSITY OF MISSOURI - COLUMBIA | 2003 | male | 3 | 0 | 2003 | 3 | 0 | 2003 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
39 | Hinz, Joannah Louise | THE UNIVERSITY OF ARIZONA | 2003 | female | 4 | 7 | 2012 | 6 | 84 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 1 | 2 | 6 | 3 | 7 | 5 | 1 | 3 | 6 | 7 | 11 | 9 | 13 | 9 | 3 |
40 | Ciesla, Fred John | THE UNIVERSITY OF ARIZONA | 2003 | male | 3 | 23 | 2015 | 5 | 60 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 3 | 2 | 2 | 4 | 3 | 1 | 1 | 1 | 1 | 2 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 2 | 3 | 4 | 2 | 3 | 9 | 5 | 3 | 6 | 3 | 5 | 7 | 6 |
41 | Keilty, Katherine Anne | RICE UNIVERSITY | 2003 | female | 3 | 0 | 2003 | 6 | 0 | 2003 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
42 | Sokasian, Aaron | HARVARD UNIVERSITY | 2003 | male | 6 | 1 | 2004 | 8 | 2 | 2004 | 0 | 0 | 0 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 5 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
43 | Buckalew, Brent Alan | RICE UNIVERSITY | 2003 | male | 2 | 3 | 2006 | 4 | 24 | 2009 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 0 | 2 | 9 | 8 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
44 | Colbert, James William, IV | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2003 | male | 4 | 6 | 2013 | 5 | 45 | 2017 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 2 | 0 | 1 | 1 | 1 | 0 | 3 | 4 | 5 | 4 | 5 | 3 | 3 | 1 | 7 | 2 | 5 | 2 |
45 | Furlanetto, Steven Robert | HARVARD UNIVERSITY | 2003 | male | 8 | 38 | 2016 | 8 | 93 | 2017 | 0 | 0 | 0 | 1 | 4 | 3 | 7 | 4 | 11 | 3 | 3 | 5 | 2 | 1 | 0 | 0 | 0 | 0 | 2 |  0 | 0 | 0 | 1 | 4 | 3 | 11 | 8 | 18 | 8 | 6 | 11 | 2 | 4 | 3 | 8 | 3 | 2 | 7 |
46 | Kolpak, Michael Andrew | BOSTON UNIVERSITY | 2003 | male | 2 | 0 | 2003 | 3 | 0 | 2003 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
47 | Hopper, Daniel Wayne | THE UNIVERSITY OF WISCONSIN - MADISON | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
48 | Plaks, Kenneth | UNIVERSITY OF NEVADA, LAS VEGAS | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
49 | Rines, Kenneth James | HARVARD UNIVERSITY | 2003 | male | 7 | 11 | 2016 | 8 | 30 | 2017 | 0 | 1 | 1 | 2 | 1 | 2 | 1 | 1 | 1 | 2 | 2 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 2 | 1 | 2 | 1 | 2 | 2 | 2 | 3 | 2 | 3 | 0 | 3 | 1 | 2 | 4 | 2 | 1 | 4 |
50 | Shapley, Alice Eve | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | female | 4 | 9 | 2017 | 21 | 110 | 2017 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 |  0 | 0 | 3 | 6 | 6 | 6 | 6 | 7 | 7 | 7 | 6 | 10 | 10 | 8 | 10 | 8 | 4 | 12 | 11 |
51 | Drouet D'Aubigny, Christian Yann Pierre | THE UNIVERSITY OF ARIZONA | 2003 | male | 1 | 0 | 2003 | 1 | 2 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |
52 | Burr, Devon Marjorie | THE UNIVERSITY OF ARIZONA | 2003 | male | 3 | 15 | 2017 | 4 | 37 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 3 | 2 | 0 | 0 | 4 | 2 | 0 | 0 | 1 | 0 | 1 | 0 |  1 | 0 | 0 | 0 | 2 | 1 | 1 | 6 | 3 | 3 | 0 | 4 | 3 | 2 | 3 | 2 | 3 | 3 | 2 |
53 | Lloyd, Don Anthony | HARVARD UNIVERSITY | 2003 | male | 2 | 0 | 2003 | 10 | 9 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 9 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 2 | 0 |
54 | Gizon, Laurent | STANFORD UNIVERSITY | 2003 | male | 7 | 17 | 2017 | 12 | 118 | 2017 | 0 | 0 | 1 | 0 | 2 | 4 | 3 | 1 | 3 | 1 | 2 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 1 |  2 | 0 | 2 | 0 | 4 | 4 | 4 | 2 | 4 | 8 | 10 | 3 | 5 | 7 | 7 | 8 | 17 | 10 | 14 |
55 | Henize, Vance Karl | RICE UNIVERSITY | 2003 | male | 4 | 0 | 2003 | 4 | 3 | 2006 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
56 | Withers, Paul Gareth | THE UNIVERSITY OF ARIZONA | 2003 | male | 7 | 30 | 2017 | 8 | 72 | 2017 | 0 | 0 | 0 | 2 | 2 | 3 | 0 | 2 | 2 | 1 | 2 | 1 | 3 | 2 | 3 | 3 | 3 | 5 | 1 |  0 | 0 | 0 | 3 | 2 | 3 | 0 | 3 | 5 | 2 | 5 | 3 | 5 | 4 | 6 | 8 | 6 | 15 | 6 |
57 | Fleysher, Lazar | NEW YORK UNIVERSITY | 2003 | male | 2 | 1 | 2004 | 9 | 13 | 2012 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 2 | 1 | 0 | 4 | 4 | 2 | 0 | 2 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
58 | Herrnstein, Robeson Mcgary | Harvard-Smithsonian Center for Astrophysics | 2003 | male | 2 | 3 | 2005 | 5 | 9 | 2009 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 3 | 2 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
59 | Bhattacharya, Bidushi | University of California, Los Angeles | 2003 | female | 2 | 2 | 2010 | 4 | 28 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 1 | 2 | 4 | 0 | 4 | 2 | 1 | 2 | 3 | 1 | 3 | 2 | 3 | 1 |
60 | Brooks, Shawn Michael | University of Colorado at Boulder | 2003 | male | 1 | 1 | 2004 | 3 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 1 |
61 | Bary, Jeffrey S. | Vanderbilt University | 2003 | male | 3 | 4 | 2014 | 4 | 7 | 2014 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 1 | 0 | 2 | 0 | 0 |
62 | Hall, Brett Jons | University of California, Santa Barbara | 2003 | male | 1 | 0 | 2003 | 1 | 8 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 2 | 0 |
