n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Kwon, Woojin | University of Illinois at Urbana-Champaign | 2009 | male | 3 | 3 | 2015 | 5 | 28 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 2 | 0 |  0 | 0 | 1 | 2 | 0 | 2 | 1 | 2 | 1 | 4 | 8 | 6 | 6 |
2 | Masiero, Joseph | Institute for Astronomy, University of Hawaii | 2009 | male | 7 | 9 | 2015 | 13 | 48 | 2017 | 0 | 1 | 0 | 1 | 0 | 5 | 1 | 1 | 3 | 1 | 1 | 2 | 0 |  0 | 1 | 1 | 4 | 0 | 7 | 2 | 10 | 12 | 4 | 4 | 8 | 5 |
3 | McCarthy, Christine | Brown University | 2009 | female | 2 | 3 | 2016 | 6 | 3 | 2016 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 |  1 | 0 | 2 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 |
4 | Palmer, Eric Edward | The University of Arizona | 2009 | male | 3 | 2 | 2011 | 3 | 9 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 2 | 1 | 1 |
5 | Gainer, James Samuel | Stanford University | 2009 | male | 1 | 0 | 2009 | 3 | 2 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |
6 | Green, Daniel Richard | Stanford University | 2009 | male | 6 | 3 | 2016 | 12 | 44 | 2017 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 1 |  3 | 0 | 2 | 2 | 1 | 4 | 1 | 2 | 5 | 6 | 5 | 5 | 12 |
7 | Dolle, Ethan Michael | The University of Arizona | 2009 | male | 3 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
8 | Gleeson, Damhnait Fagan | University of Colorado at Boulder | 2009 | female | 1 | 1 | 2012 | 1 | 3 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 |
9 | Stewart, Kyle R. | University of California, Irvine | 2009 | male | 4 | 3 | 2013 | 7 | 13 | 2013 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 2 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 6 | 8 | 4 | 0 | 1 | 0 | 0 | 0 |
10 | Katunaric, Jose Luis Prieto | The Ohio State University | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
11 | Blackburn, Megan Satterfield | Georgia Institute of Technology | 2009 | female | 1 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
12 | McQuinn, Matthew Judd | Harvard University | 2009 | male | 10 | 14 | 2016 | 18 | 38 | 2017 | 0 | 1 | 2 | 2 | 1 | 4 | 1 | 4 | 2 | 1 | 2 | 1 | 3 |  0 | 2 | 3 | 5 | 3 | 5 | 2 | 7 | 5 | 2 | 6 | 6 | 8 |
13 | Sanchez, Ricardo Zanmar | Rutgers The State University of New Jersey - New Brunswick | 2009 | male | 1 | 0 | 2009 | 1 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |
14 | Mabry, Jennifer Christine | Washington University in St. Louis | 2009 | female | 1 | 1 | 2015 | 2 | 2 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |
15 | Strahler, Erik Albert | The University of Wisconsin - Madison | 2009 | male | 1 | 0 | 2009 | 21 | 75 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 4 | 6 | 8 | 11 | 13 | 10 | 17 | 10 | 13 | 1 |
16 | Valeille, Arnaud | University of Michigan | 2009 | male | 3 | 2 | 2010 | 3 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
17 | Palumbo, Annalia | University of Notre Dame | 2009 | female | 1 | 3 | 2013 | 12 | 6 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 |  1 | 1 | 2 | 1 | 2 | 5 | 2 | 1 | 2 | 1 | 0 | 0 | 0 |
18 | Dergachev, Vladimir | University of Michigan | 2009 | male | 5 | 15 | 2016 | 92 | 131 | 2017 | 0 | 0 | 1 | 1 | 0 | 3 | 3 | 1 | 2 | 2 | 0 | 5 | 2 |  1 | 16 | 7 | 17 | 23 | 28 | 17 | 11 | 20 | 10 | 14 | 14 | 35 |
19 | Menendez-Delmestre, Karin | California Institute of Technology | 2009 | female | 1 | 0 | 2009 | 8 | 39 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 3 | 1 | 2 | 3 | 5 | 8 | 4 | 8 | 7 | 4 |
20 | Chang, Chulhoon | Purdue University | 2009 | None | 5 | 10 | 2016 | 22 | 105 | 2017 | 1 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 2 | 3 | 0 | 3 | 1 |  2 | 4 | 5 | 2 | 6 | 3 | 12 | 14 | 15 | 17 | 10 | 17 | 15 |
21 | Mays, Mona Leila | The University of Texas at Austin | 2009 | female | 3 | 2 | 2015 | 6 | 13 | 2017 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 |  0 | 0 | 0 | 3 | 1 | 2 | 0 | 2 | 1 | 1 | 1 | 4 | 3 |
22 | Chiang, Hsin Cynthia | California Institute of Technology | 2009 | male | 1 | 1 | 2010 | 1 | 106 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 3 | 33 | 19 | 46 |
23 | Collins, Benjamin Forster | California Institute of Technology | 2009 | male | 5 | 1 | 2010 | 6 | 1 | 2010 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
24 | Cameron, Patrick Brian | California Institute of Technology | 2009 | male | 5 | 0 | 2009 | 24 | 3 | 2013 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 4 | 5 | 7 | 6 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |
25 | Corder, Stuartt Allan | California Institute of Technology | 2009 | male | 4 | 0 | 2009 | 10 | 32 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 2 | 6 | 0 | 3 | 5 | 4 | 4 | 9 | 5 |
26 | Cenko, S. Bradley | California Institute of Technology | 2009 | male | 5 | 9 | 2017 | 53 | 195 | 2017 | 0 | 0 | 2 | 0 | 1 | 2 | 2 | 1 | 2 | 1 | 0 | 1 | 1 |  2 | 7 | 12 | 8 | 10 | 14 | 11 | 27 | 31 | 27 | 33 | 25 | 32 |
27 | Fang, Wenjuan | Columbia University | 2009 | female | 5 | 5 | 2017 | 13 | 9 | 2017 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 2 | 2 | 6 | 3 | 3 | 1 | 1 | 2 | 0 | 0 | 0 |
28 | Negreiros, Rodrigo Picanco | The Claremont Graduate University and San Diego State University | 2009 | male | 2 | 7 | 2014 | 5 | 19 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 3 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 2 | 2 | 2 | 5 | 2 | 5 | 3 | 0 |
29 | Higuchi, Sei | Stanford University | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
30 | Kelley, Douglas H. | University of Maryland, College Park | 2009 | male | 2 | 0 | 2009 | 4 | 12 | 2013 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 7 | 4 | 0 | 0 | 0 |
31 | Tolbert, Douglas Robert | Missouri University of Science and Technology | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Verdoni, Angelo P. | New Jersey Institute of Technology | 2009 | male | 2 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
33 | Kraft, Michael David | Arizona State University | 2009 | male | 3 | 0 | 2009 | 11 | 4 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 6 | 0 | 3 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 |
34 | Selvans, Z. A. | University of Colorado at Boulder | 2009 | None | 1 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
35 | Mroczkowski, Tony | Columbia University | 2009 | male | 2 | 4 | 2015 | 4 | 45 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 3 | 6 | 7 | 4 | 5 | 8 | 9 |
36 | Pellegrini, Eric W. | Michigan State University | 2009 | male | 2 | 6 | 2013 | 9 | 29 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 2 | 0 | 0 | 0 |  0 | 3 | 1 | 1 | 1 | 3 | 3 | 4 | 2 | 7 | 2 | 1 | 7 |
37 | Ragan, Sarah E. | University of Michigan | 2009 | female | 3 | 7 | 2016 | 4 | 32 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 2 | 1 | 1 | 1 | 1 |  0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 4 | 6 | 5 | 7 | 8 |
38 | Schmidt, Fabian | The University of Chicago | 2009 | male | 14 | 18 | 2016 | 36 | 90 | 2017 | 0 | 0 | 0 | 1 | 5 | 8 | 4 | 2 | 3 | 3 | 2 | 1 | 3 |  0 | 1 | 0 | 5 | 15 | 15 | 14 | 18 | 11 | 10 | 5 | 16 | 10 |
39 | Tran, Tham | University of California, Los Angeles | 2009 | female | 3 | 0 | 2009 | 6 | 5 | 2016 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 2 |
40 | Wassell, Edward Joseph, III | The Catholic University of America | 2009 | male | 2 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
41 | Cooksey, Kathy L. | University of California, Santa Cruz | 2009 | female | 3 | 3 | 2013 | 5 | 14 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 3 | 1 | 4 | 1 | 4 | 1 | 2 | 1 |
42 | Fendt, William Ashton, Jr. | University of Illinois at Urbana-Champaign | 2009 | male | 3 | 0 | 2009 | 3 | 1 | 2010 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
43 | Hitt, George Wesley | Michigan State University | 2009 | male | 3 | 0 | 2009 | 7 | 9 | 2015 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 2 | 3 | 0 | 3 | 3 | 0 | 2 | 1 | 0 |
44 | Kartaltepe, Jeyhan Sevim | University of Hawai'i at Manoa | 2009 | female | 4 | 5 | 2015 | 30 | 95 | 2017 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 2 | 0 |  0 | 1 | 0 | 8 | 3 | 18 | 14 | 15 | 18 | 18 | 10 | 11 | 4 |
45 | Chen, Bin | The University of Oklahoma | 2009 | male | 18 | 46 | 2017 | 36 | 91 | 2017 | 1 | 3 | 0 | 5 | 5 | 4 | 5 | 7 | 6 | 11 | 6 | 7 | 2 |  2 | 4 | 3 | 9 | 10 | 8 | 11 | 12 | 12 | 15 | 10 | 18 | 7 |
46 | Bricker, Glynn Edward | Purdue University | 2009 | male | 1 | 3 | 2013 | 1 | 3 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 |
47 | Basu-Zych, Antara R. | Columbia University | 2009 | female | 5 | 4 | 2016 | 10 | 22 | 2017 | 0 | 0 | 0 | 1 | 0 | 4 | 0 | 1 | 0 | 2 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 8 | 3 | 4 | 1 | 6 | 2 | 0 | 4 |
48 | Prieto Katunaric, Jose Luis | The Ohio State University | 2009 | male | 1 | 0 | 2009 | 35 | 74 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 5 | 3 | 7 | 16 | 4 | 6 | 8 | 7 | 5 | 14 | 10 | 15 |
49 | Wiseman, Sandra Margot | Washington University in St. Louis | 2009 | female | 1 | 2 | 2016 | 8 | 11 | 2016 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 1 | 0 | 4 | 3 | 4 | 0 | 2 | 1 | 0 | 2 | 2 |
50 | Brown, Peter J. | The Pennsylvania State University | 2009 | male | 11 | 24 | 2017 | 59 | 112 | 2017 | 2 | 1 | 0 | 1 | 4 | 3 | 5 | 2 | 2 | 2 | 3 | 5 | 3 |  8 | 7 | 8 | 9 | 12 | 15 | 12 | 11 | 15 | 13 | 13 | 21 | 19 |
51 | Castro, Alejandra | University of Michigan | 2009 | female | 4 | 8 | 2013 | 7 | 24 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 3 | 2 | 3 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 3 | 3 | 2 | 4 | 6 | 6 | 0 | 1 | 4 |
52 | Gietzen, Katherine M. | University of Arkansas | 2009 | female | 1 | 1 | 2012 | 4 | 3 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |
53 | Hoffman, Douglas Irving | New Mexico State University | 2009 | male | 4 | 2 | 2012 | 6 | 12 | 2015 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 3 | 0 | 5 | 2 | 2 | 2 | 1 | 0 |
54 | Koenig, Xavier Paul | Harvard University | 2009 | male | 4 | 4 | 2015 | 9 | 15 | 2017 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 |  0 | 4 | 1 | 0 | 3 | 1 | 3 | 3 | 1 | 0 | 2 | 4 | 1 |
55 | Keefer, Gregory J. | The University of Alabama | 2009 | male | 1 | 0 | 2009 | 6 | 8 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 3 | 1 | 1 | 3 | 2 | 1 | 0 | 1 | 0 |
56 | Lam, Tsz Yan | University of Pennsylvania | 2009 | male | 6 | 6 | 2015 | 7 | 11 | 2015 | 0 | 0 | 0 | 0 | 2 | 4 | 1 | 1 | 2 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 3 | 4 | 1 | 2 | 5 | 1 | 0 | 2 | 0 |
57 | Mroue, Abdul Hussein Kamel | Cornell University | 2009 | male | 1 | 0 | 2009 | 1 | 1 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
58 | Povich, Matthew Samuel | The University of Wisconsin - Madison | 2009 | male | 6 | 5 | 2017 | 22 | 28 | 2017 | 1 | 0 | 0 | 1 | 1 | 3 | 0 | 2 | 0 | 1 | 0 | 0 | 1 |  1 | 0 | 1 | 5 | 9 | 6 | 1 | 8 | 2 | 4 | 5 | 2 | 5 |
59 | Simunac, Kristin Diane Commer | University of New Hampshire | 2009 | female | 4 | 3 | 2013 | 13 | 22 | 2017 | 1 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 11 | 5 | 2 | 2 | 9 | 2 | 0 | 1 |
60 | Hernandez Warren, Guillermo Napoleon | The University of Utah | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
61 | Jeon, Sungeun Ki | University of Colorado at Boulder | 2009 | female | 1 | 1 | 2010 | 1 | 2 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
62 | Chilan, Christian Miguel | University of Illinois at Urbana-Champaign | 2009 | male | 1 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
63 | Stevens, Michael L. | Massachusetts Institute of Technology | 2009 | male | 2 | 1 | 2012 | 3 | 15 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 0 | 2 | 2 | 3 | 0 | 4 | 4 |
64 | Espaillat, C. | University of Michigan | 2009 | None | 7 | 6 | 2015 | 15 | 48 | 2017 | 0 | 1 | 0 | 2 | 3 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 |  0 | 2 | 0 | 2 | 5 | 6 | 7 | 9 | 7 | 8 | 5 | 5 | 5 |
65 | Montgomery, Ryan Michael | University of California, Santa Cruz | 2009 | male | 2 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
66 | Wu, Yanling | Cornell University | 2009 | female | 22 | 11 | 2016 | 61 | 74 | 2017 | 2 | 3 | 5 | 4 | 5 | 3 | 4 | 2 | 1 | 1 | 2 | 0 | 1 |  4 | 10 | 10 | 10 | 11 | 16 | 13 | 12 | 3 | 8 | 17 | 10 | 10 |
67 | Durbala, Adriana | The University of Alabama | 2009 | female | 4 | 0 | 2009 | 6 | 2 | 2012 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |
68 | Fisher, Ryan P. | Princeton University | 2009 | male | 1 | 0 | 2009 | 6 | 93 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 3 | 1 | 4 | 8 | 10 | 9 | 14 | 7 | 29 |
69 | Tziolas, Andreas Constantine | Baylor University | 2009 | male | 3 | 1 | 2012 | 4 | 5 | 2012 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 4 | 1 | 0 | 0 | 0 | 0 |
70 | Wu, Fenfang | University of California, Irvine | 2009 | female | 7 | 1 | 2013 | 33 | 13 | 2016 | 1 | 1 | 1 | 0 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  1 | 6 | 2 | 4 | 11 | 9 | 2 | 0 | 3 | 2 | 2 | 1 | 3 |
71 | Zhao, Ming | University of Michigan | 2009 | male | 8 | 10 | 2017 | 22 | 74 | 2017 | 0 | 0 | 1 | 2 | 2 | 3 | 0 | 2 | 2 | 1 | 4 | 0 | 0 |  2 | 3 | 5 | 3 | 3 | 6 | 6 | 8 | 12 | 10 | 14 | 13 | 7 |
72 | Athanassiadou, Themis | University of Illinois at Urbana-Champaign | 2009 | male | 1 | 1 | 2011 | 2 | 4 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 0 |
73 | Berghea, Ciprian T. | The Catholic University of America | 2009 | male | 2 | 5 | 2016 | 2 | 12 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 3 | 2 | 1 | 0 | 2 |
74 | Venters, Tonia M. | The University of Chicago | 2009 | female | 4 | 3 | 2013 | 16 | 19 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 4 | 6 | 6 | 7 | 4 | 0 | 2 | 1 | 1 | 4 |
75 | Correira, John Thomas | The Catholic University of America | 2009 | male | 2 | 1 | 2011 | 3 | 5 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 3 | 0 | 0 | 0 | 0 |
76 | Dahl, Carl Eric | Princeton University | 2009 | male | 1 | 1 | 2012 | 7 | 13 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 3 | 1 | 4 | 2 | 2 | 1 | 1 | 2 |
77 | Elteto, Attila | University of Colorado at Boulder | 2009 | male | 1 | 2 | 2010 | 1 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
78 | Forjan, Gary F. | George Mason University | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
79 | Hicken, Malcolm Stuart | Harvard University | 2009 | male | 6 | 1 | 2012 | 35 | 12 | 2016 | 0 | 0 | 0 | 1 | 0 | 5 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 6 | 3 | 5 | 8 | 13 | 4 | 0 | 2 | 1 | 2 | 2 | 1 |
80 | Jadhav, Manavi | Washington University in St. Louis | 2009 | female | 3 | 2 | 2013 | 4 | 6 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 4 | 0 | 1 | 1 |
81 | Garrick-Bethell, Ian | Massachusetts Institute of Technology | 2009 | male | 9 | 6 | 2017 | 9 | 18 | 2017 | 0 | 2 | 1 | 2 | 1 | 3 | 2 | 1 | 0 | 0 | 1 | 0 | 1 |  0 | 2 | 1 | 2 | 1 | 3 | 4 | 2 | 1 | 2 | 1 | 2 | 3 |
82 | Hailey-Dunsheath, Steven | Cornell University | 2009 | male | 2 | 3 | 2016 | 2 | 23 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 1 | 5 | 4 | 2 | 3 | 2 | 5 | 1 |
83 | Watters, Wesley Andres | Massachusetts Institute of Technology | 2009 | male | 2 | 3 | 2017 | 11 | 6 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 |  1 | 3 | 2 | 3 | 0 | 2 | 0 | 2 | 0 | 0 | 1 | 2 | 0 |
84 | Younger, Joshua Daniel | Harvard University | 2009 | male | 14 | 2 | 2011 | 21 | 10 | 2011 | 0 | 1 | 1 | 4 | 4 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 4 | 7 | 7 | 9 | 1 | 0 | 0 | 0 | 0 | 0 |
