n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
282 | Dave, Romeel S. | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1998 | male | 2 | 0 | 1998 | 3 | 14 | 2010 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 2 | 4 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
283 | Esin, Ann Aidle | HARVARD UNIVERSITY | 1998 | female | 6 | 5 | 2001 | 7 | 14 | 2015 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 3 | 4 | 3 | 2 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
284 | Fischer, Debra Ann | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1998 | female | 3 | 20 | 2016 | 10 | 265 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 2 | 0 | 2 | 1 | 1 | 2 | 1 | 0 | 0 | 3 | 1 | 2 | 0 | 1 |  0 | 0 | 0 | 3 | 3 | 4 | 5 | 6 | 4 | 9 | 7 | 3 | 13 | 15 | 16 | 14 | 15 | 22 | 24 | 22 | 24 | 17 | 22 | 21 |
285 | Geller, Robert Maurice | UNIVERSITY OF CALIFORNIA, SANTA BARBARA | 1998 | male | 1 | 1 | 2000 | 2 | 1 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
286 | Hammergren, Mark | UNIVERSITY OF WASHINGTON | 1998 | male | 1 | 0 | 1998 | 5 | 3 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
287 | Jones, Lewis Alexander | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 1998 | male | 3 | 2 | 2001 | 5 | 33 | 2013 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 8 | 11 | 3 | 2 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 |
288 | Kappadath, Srinivas Cheenu | UNIVERSITY OF NEW HAMPSHIRE | 1998 | male | 3 | 0 | 1998 | 6 | 5 | 2002 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 3 | 0 | 2 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
289 | Majmudar, Deepa Paresh | COLUMBIA UNIVERSITY | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
290 | Ge, Jian | THE UNIVERSITY OF ARIZONA | 1998 | male | 4 | 10 | 2016 | 9 | 123 | 2017 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 |  1 | 1 | 2 | 1 | 3 | 1 | 0 | 0 | 2 | 5 | 2 | 9 | 2 | 3 | 2 | 4 | 4 | 9 | 9 | 10 | 15 | 11 | 15 | 14 |
291 | Immel, Thomas Jerome | UNIVERSITY OF ALASKA FAIRBANKS | 1998 | male | 2 | 14 | 2015 | 3 | 78 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 3 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 3 | 6 | 11 | 9 | 13 | 9 | 4 | 1 | 2 | 4 | 1 | 3 | 3 | 1 | 2 | 2 |
292 | Nayfonov, Alan | UNIVERSITY OF SOUTHERN CALIFORNIA | 1998 | male | 2 | 1 | 1999 | 3 | 6 | 2002 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
293 | Ogle, Patrick Michael | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 2 | 13 | 2016 | 7 | 69 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 |  0 | 0 | 2 | 1 | 2 | 2 | 2 | 2 | 2 | 0 | 2 | 3 | 2 | 3 | 5 | 3 | 5 | 8 | 1 | 6 | 7 | 6 | 7 | 3 |
294 | Vasavada, Ashwin R. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 3 | 9 | 2017 | 8 | 86 | 2017 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 6 | 6 | 4 | 0 | 1 | 1 | 2 | 5 | 6 | 1 | 2 | 1 | 6 | 4 | 6 | 10 | 14 | 4 | 6 |
295 | Xu, Jianjun | UNIVERSITY OF MARYLAND COLLEGE PARK | 1998 | male | 4 | 18 | 2016 | 10 | 71 | 2017 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 2 | 0 | 1 | 2 | 1 | 0 | 1 | 2 | 0 | 0 | 2 | 2 | 1 |  1 | 3 | 3 | 0 | 1 | 2 | 0 | 2 | 3 | 3 | 2 | 2 | 2 | 3 | 6 | 6 | 6 | 6 | 6 | 5 | 3 | 4 | 8 | 2 |
296 | Yen, Albert Shih-Yueh | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 1 | 0 | 1998 | 1 | 49 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 8 | 6 | 9 | 3 | 6 | 1 | 0 | 0 | 1 | 7 | 5 | 1 | 0 |
297 | Zapata Ramirez, Jose Antonio | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
298 | Akmal, Arya | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 1998 | male | 3 | 1 | 2001 | 3 | 2 | 2001 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
299 | Barth, Aaron Jordan | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 6 | 27 | 2016 | 20 | 117 | 2017 | 0 | 0 | 1 | 2 | 1 | 2 | 3 | 1 | 2 | 2 | 3 | 2 | 1 | 0 | 2 | 2 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 3 |  0 | 1 | 4 | 7 | 4 | 4 | 6 | 5 | 4 | 6 | 6 | 4 | 2 | 5 | 5 | 11 | 6 | 6 | 8 | 6 | 6 | 6 | 9 | 7 |
300 | Manson, Neil Alan | SYRACUSE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
301 | Dawson, Douglas Duane | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 0 | 1998 | 3 | 8 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
302 | Focke, Warren Bosworth | UNIVERSITY OF MARYLAND COLLEGE PARK | 1998 | male | 2 | 1 | 2005 | 4 | 154 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 32 | 39 | 18 | 18 | 11 | 8 | 8 | 8 |
303 | George, Jeffrey Spencer | UNIVERSITY OF WASHINGTON | 1998 | male | 1 | 4 | 2009 | 7 | 72 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 5 | 5 | 1 | 14 | 0 | 5 | 0 | 3 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 27 |
304 | Handy, Brian Neal | MONTANA STATE UNIVERSITY | 1998 | male | 2 | 3 | 2001 | 3 | 6 | 2001 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 4 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
305 | Nelson, Andrew Frederick | THE UNIVERSITY OF ARIZONA | 1998 | male | 3 | 8 | 2016 | 3 | 22 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 2 | 4 | 0 | 0 | 0 | 2 | 2 | 3 | 2 |
306 | Oh, Dal Soo | THE UNIVERSITY OF IOWA | 1998 | male | 1 | 0 | 1998 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
307 | Palen, Stacy E. | THE UNIVERSITY OF IOWA | 1998 | female | 1 | 6 | 2006 | 1 | 9 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
308 | Reddy, Sanjay K. | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 1998 | male | 3 | 10 | 2015 | 5 | 64 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 2 | 3 | 6 | 4 | 4 | 3 | 4 | 6 | 2 | 2 | 3 | 0 | 2 | 5 | 4 | 4 | 5 | 2 |
309 | Sallmen, Shauna Michele | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | female | 1 | 4 | 2015 | 2 | 16 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 3 | 2 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 |
310 | Tufts, Bruce Randall | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 2 | 2000 | 4 | 17 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 6 | 6 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
311 | Vincent, Mark Brooks | THE UNIVERSITY OF MICHIGAN | 1998 | male | 1 | 4 | 2005 | 2 | 10 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3 |
312 | Bochner, Brett | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1998 | male | 2 | 4 | 2015 | 2 | 19 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 6 | 7 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |
313 | Barge, Laura Bringol | Baylor University | 1998 | female | 1 | 1 | 2004 | 1 | 3 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
314 | Magee, Eric Parker | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
315 | Daffin, Frank Cecil | MICHIGAN STATE UNIVERSITY | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
316 | Montgomery, Michael Houston | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 2 | 13 | 2011 | 9 | 81 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 3 | 4 | 3 | 5 | 1 | 4 | 3 | 7 | 6 | 1 | 1 | 10 | 2 | 4 | 3 | 4 | 10 | 4 | 5 | 5 |
317 | Srinivasan, Radhika | PURDUE UNIVERSITY | 1998 | female | 6 | 0 | 1998 | 28 | 20 | 2014 | 1 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 2 | 15 | 9 | 5 | 1 | 3 | 1 | 2 | 0 | 2 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 |
318 | Wrean, Patricia Rose | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | female | 2 | 1 | 2000 | 4 | 2 | 2000 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
319 | Hull, Ethan L. | INDIANA UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 1 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
320 | Pryadko, Julia M. | STANFORD UNIVERSITY | 1998 | female | 3 | 1 | 1999 | 3 | 1 | 1999 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
321 | Hiriart, David | UNIVERSITY OF MASSACHUSETTS | 1998 | male | 2 | 8 | 2007 | 2 | 54 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 1 | 3 | 1 | 0 | 3 | 3 | 7 | 3 | 9 | 3 | 4 | 3 | 4 | 5 |
322 | Parriott, Joel Richard | THE UNIVERSITY OF MICHIGAN | 1998 | male | 2 | 1 | 2008 | 2 | 2 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
323 | Rupright, Mark Edward | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 1998 | male | 2 | 0 | 1998 | 5 | 1 | 1999 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 5 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
324 | Schwarz, Joshua Peter | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 2 | 6 | 2017 | 2 | 17 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 3 | 3 | 2 | 2 | 0 | 2 | 0 |
325 | Chung, Daniel Jun Hun | THE UNIVERSITY OF CHICAGO | 1998 | male | 4 | 29 | 2017 | 4 | 38 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 3 | 2 | 0 | 2 | 0 | 1 | 2 | 2 | 0 | 2 | 3 | 2 | 1 | 3 | 0 | 2 | 1 |  0 | 0 | 0 | 0 | 1 | 3 | 3 | 3 | 3 | 0 | 2 | 0 | 1 | 4 | 4 | 1 | 2 | 3 | 2 | 3 | 3 | 0 | 2 | 1 |
326 | Grimberg, Bruna Irene | UNIVERSITY OF MASSACHUSETTS | 1998 | female | 1 | 2 | 1999 | 1 | 3 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
327 | Griffith, Laura Lee | WASHINGTON UNIVERSITY | 1998 | female | 4 | 0 | 1998 | 5 | 0 | 1998 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
