n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
247 | Pannuti, T. G. | University of New Mexico | 2000 | None | 1 | 1 | 2004 | 1 | 18 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 3 | 1 | 3 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 0 |
248 | Thompson, Patrick Louis | UNIVERSITY OF CENTRAL FLORIDA | 2000 | male | 3 | 0 | 2000 | 3 | 4 | 2017 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
249 | Newman, Jeffrey Allen | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 4 | 7 | 2015 | 7 | 163 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 |  0 | 0 | 2 | 1 | 2 | 2 | 3 | 4 | 1 | 4 | 5 | 9 | 17 | 12 | 9 | 6 | 12 | 18 | 20 | 6 | 19 | 13 |
250 | Salgado, Jose Francisco | THE UNIVERSITY OF MICHIGAN | 2000 | male | 2 | 0 | 2000 | 7 | 25 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 3 | 3 | 4 | 4 | 1 | 3 | 1 | 2 | 0 | 0 | 0 | 2 |
251 | Oh, Siang Peng | Princeton University | 2000 | male | 3 | 13 | 2017 | 8 | 71 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 4 | 2 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 2 | 3 | 7 | 3 | 5 | 3 | 2 | 6 | 2 | 6 | 7 | 1 | 8 | 4 | 7 | 0 | 1 | 6 |
252 | Song, I. | University of Georgia | 2000 | None | 3 | 16 | 2017 | 5 | 124 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 3 | 2 | 3 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 3 | 3 | 3 | 2 | 10 | 6 | 9 | 5 | 8 | 8 | 4 | 11 | 13 | 4 | 9 | 13 | 9 |
253 | Deane, James R. | UNIVERSITY OF HAWAII | 2000 | male | 1 | 1 | 2001 | 3 | 2 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
254 | Conti, Alberto | The Ohio State University Columbus, OH. | 2000 | male | 2 | 3 | 2014 | 3 | 8 | 2014 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 |
255 | Dalton, James Bradley, III | UNIVERSITY OF COLORADO AT BOULDER | 2000 | male | 1 | 5 | 2013 | 3 | 14 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 0 | 0 | 3 | 0 | 0 | 1 | 2 | 0 | 1 |
256 | Zingale, Michael Anthony | THE UNIVERSITY OF CHICAGO | 2000 | male | 1 | 10 | 2015 | 4 | 32 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 2 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 1 | 2 | 1 | 6 | 1 | 2 | 1 | 2 | 2 | 2 | 2 | 1 | 2 | 3 | 2 | 2 |
257 | Brogan, Crystal Lee | University of Kentucky, 177 Chem-Phys Bldg., Lexington KY, 40506-0055 | 2000 | female | 3 | 16 | 2016 | 3 | 81 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 2 | 3 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 2 | 4 | 8 | 5 | 6 | 6 | 4 | 2 | 11 | 5 | 6 | 5 | 7 | 5 |
258 | Szilagyi, Bela | UNIVERSITY OF PITTSBURGH | 2000 | female | 1 | 0 | 2000 | 6 | 80 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 1 | 2 | 0 | 1 | 1 | 1 | 2 | 4 | 3 | 3 | 4 | 1 | 2 | 6 | 14 | 10 | 11 | 14 |
259 | Culhane, Michael Patrick Pollock | UNIVERSITY OF COLORADO AT BOULDER | 2000 | male | 2 | 0 | 2000 | 3 | 0 | 2000 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
260 | Stone, Shawn Michael | UNIVERSITY OF KANSAS | 2000 | male | 1 | 1 | 2001 | 3 | 6 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 |
261 | Iliev, Ilian Tzankov | The University of Texas at Austin | 2000 | male | 1 | 23 | 2015 | 6 | 109 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 2 | 6 | 2 | 2 | 2 | 0 | 1 | 1 | 0 | 2 | 1 | 0 |  0 | 0 | 2 | 1 | 1 | 2 | 2 | 2 | 2 | 1 | 4 | 16 | 5 | 4 | 6 | 3 | 4 | 13 | 12 | 10 | 11 | 11 |
262 | Smith, Tracy Lee | THE UNIVERSITY OF TOLEDO | 2000 | female | 2 | 4 | 2012 | 9 | 8 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 7 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |
263 | Youssef, Ashraf | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 1 | 4 | 2014 | 1 | 5 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 |
264 | Matheson, Thomas Douglas | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 4 | 8 | 2012 | 26 | 98 | 2017 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  8 | 3 | 3 | 0 | 4 | 8 | 6 | 6 | 10 | 6 | 5 | 5 | 5 | 13 | 3 | 2 | 7 | 8 | 2 | 8 | 2 | 8 |
265 | Bradshaw, Charles F. | GEORGE MASON UNIVERSITY | 2000 | male | 4 | 2 | 2007 | 4 | 6 | 2007 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 1 | 1 | 4 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
266 | Colaprete, Anthony | UNIVERSITY OF COLORADO AT BOULDER | 2000 | male | 4 | 9 | 2016 | 4 | 41 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 3 | 2 | 0 | 1 | 1 | 1 | 4 | 2 | 5 | 2 | 7 | 1 | 2 | 5 | 5 |
267 | Friedland, Alexander | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 2 | 11 | 2013 | 5 | 21 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 3 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 2 | 0 | 3 | 1 | 2 | 1 | 0 | 1 | 3 | 1 | 3 | 1 | 3 | 0 | 0 | 0 |
268 | Baltz, Edward Anthony | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 7 | 18 | 2009 | 7 | 32 | 2017 | 0 | 0 | 0 | 2 | 2 | 3 | 3 | 1 | 4 | 3 | 3 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 3 | 3 | 2 | 5 | 7 | 5 | 3 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
269 | Crawford, F. | Massachusetts Institute of Technology | 2000 | None | 5 | 16 | 2016 | 13 | 67 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 4 | 0 | 2 | 0 | 1 | 1 | 2 | 0 | 2 | 0 | 0 | 1 | 2 | 0 | 0 | 1 |  0 | 1 | 0 | 1 | 4 | 7 | 13 | 2 | 5 | 3 | 1 | 6 | 3 | 1 | 4 | 1 | 2 | 2 | 8 | 4 | 5 | 5 |
270 | Leonard, Douglas Christopher | University of California, Berkeley | 2000 | male | 2 | 13 | 2011 | 15 | 81 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 5 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 6 | 6 | 6 | 11 | 4 | 1 | 10 | 3 | 4 | 4 | 4 | 2 | 4 | 9 | 3 | 5 | 3 | 5 |
271 | Becker, Andrew Cameron | University of Washington | 2000 | male | 1 | 8 | 2013 | 33 | 108 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 3 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 4 | 7 | 4 | 8 | 10 | 10 | 3 | 4 | 2 | 8 | 4 | 7 | 16 | 5 | 7 | 7 | 9 | 9 | 9 | 4 | 4 |
272 | Liu, Michael C. | University of California, Berkeley | 2000 | male | 7 | 22 | 2016 | 22 | 168 | 2017 | 1 | 2 | 0 | 0 | 0 | 4 | 1 | 3 | 1 | 2 | 1 | 1 | 1 | 1 | 0 | 3 | 2 | 1 | 2 | 0 | 1 | 2 |  3 | 3 | 2 | 1 | 4 | 9 | 3 | 5 | 7 | 9 | 10 | 4 | 10 | 12 | 9 | 12 | 10 | 11 | 15 | 14 | 18 | 14 |
273 | Sakurai, Junichi | University of Oregon | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
274 | Bromm, Volker | Yale University | 2000 | male | 3 | 21 | 2014 | 4 | 103 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 3 | 4 | 3 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 1 | 2 | 6 | 8 | 4 | 0 | 4 | 5 | 4 | 7 | 4 | 8 | 10 | 7 | 9 | 8 | 12 |
275 | Cumming, Andrew William | University of California, Berkeley | 2000 | male | 4 | 17 | 2017 | 6 | 219 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 2 | 2 | 1 | 4 | 2 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 2 | 2 | 4 | 2 | 3 | 8 | 5 | 3 | 11 | 18 | 20 | 15 | 9 | 25 | 10 | 26 | 12 | 32 |
276 | Bloser, Peter Forbes | Harvard University | 2000 | male | 5 | 9 | 2016 | 17 | 27 | 2016 | 0 | 2 | 0 | 0 | 0 | 3 | 0 | 2 | 1 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 7 | 3 | 0 | 2 | 5 | 1 | 2 | 2 | 3 | 5 | 7 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 1 |
277 | Howell, Dale Andrew | The University of Texas at Austin | 2000 | male | 2 | 13 | 2015 | 3 | 185 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 2 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 3 | 2 | 3 | 1 | 6 | 10 | 5 | 8 | 10 | 14 | 20 | 16 | 15 | 16 | 24 | 20 |
278 | McConnell, Craig Sean | The University of Wisconsin - Madison | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
279 | Leckenby, Henry John | Michigan Technological University | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
280 | Sabra, Bassem Mohamad | Ohio University | 2000 | male | 2 | 4 | 2015 | 2 | 13 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 2 | 0 |
281 | Misselt, Karl Anthony | Louisiana State University and Agricultural & Mechanical College | 2000 | male | 6 | 1 | 2001 | 15 | 115 | 2017 | 1 | 1 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  4 | 1 | 1 | 2 | 3 | 4 | 3 | 1 | 2 | 23 | 7 | 14 | 4 | 10 | 9 | 16 | 10 | 3 | 4 | 3 | 4 | 0 |
282 | Harris, Jason Robert | University of California, Santa Cruz | 2000 | male | 3 | 12 | 2014 | 8 | 89 | 2015 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 2 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 |  0 | 0 | 3 | 1 | 2 | 2 | 4 | 1 | 0 | 6 | 1 | 4 | 2 | 7 | 11 | 2 | 4 | 10 | 12 | 15 | 10 | 0 |
283 | Moore, Brian David | Arizona State University | 2000 | male | 5 | 3 | 2004 | 6 | 25 | 2016 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 3 | 1 | 3 | 0 | 1 | 2 | 0 | 0 | 7 | 2 | 0 | 2 | 1 | 0 | 0 | 4 | 2 |
284 | Hall, Tony Alan | Purdue University | 2000 | male | 3 | 3 | 2003 | 12 | 41 | 2007 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 6 | 4 | 3 | 7 | 19 | 7 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
285 | Gunderson, Kurt Steven | University of Colorado at Boulder | 2000 | male | 2 | 5 | 2010 | 4 | 7 | 2010 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
286 | Honda, Ethan Philip | The University of Texas at Austin | 2000 | male | 1 | 3 | 2017 | 1 | 3 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
287 | Lentz, Eric J. | The University of Oklahoma | 2000 | male | 3 | 7 | 2015 | 4 | 16 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 3 | 1 | 0 | 2 | 2 |
288 | Bliton, Mark Alan | New Mexico State University | 2000 | male | 2 | 0 | 2000 | 5 | 0 | 2000 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
289 | Gildemeister, Jan Mathias | University of California, Berkeley | 2000 | male | 2 | 0 | 2000 | 2 | 1 | 2002 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
290 | Martini, Paul | The Ohio State University | 2000 | male | 6 | 18 | 2013 | 12 | 129 | 2017 | 0 | 0 | 1 | 1 | 3 | 1 | 4 | 1 | 3 | 3 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 |  1 | 0 | 4 | 2 | 4 | 1 | 7 | 4 | 7 | 3 | 2 | 5 | 4 | 8 | 3 | 3 | 5 | 8 | 7 | 2 | 17 | 29 |
291 | Wong, Tony Hao | University of California, Berkeley | 2000 | male | 2 | 16 | 2013 | 5 | 87 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 0 | 3 | 0 | 1 | 1 | 2 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 4 | 2 | 2 | 4 | 3 | 4 | 4 | 6 | 7 | 5 | 4 | 9 | 12 | 6 | 8 | 2 |
292 | Krisciunas, Kevin Lee | University of Washington | 2000 | male | 12 | 22 | 2017 | 24 | 74 | 2017 | 4 | 1 | 2 | 1 | 2 | 2 | 2 | 0 | 1 | 4 | 2 | 1 | 2 | 0 | 2 | 2 | 1 | 2 | 1 | 0 | 1 | 0 |  5 | 4 | 4 | 3 | 4 | 4 | 2 | 2 | 9 | 7 | 3 | 3 | 7 | 6 | 6 | 5 | 4 | 5 | 2 | 4 | 6 | 2 |
293 | Herald, James E. | University of Pittsburgh | 2000 | male | 2 | 8 | 2011 | 5 | 13 | 2011 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 3 | 1 | 0 | 2 | 0 | 1 | 0 | 4 | 0 | 0 | 0 | 0 | 0 |
294 | Ledvina, Stephen A. | University of Kansas | 2000 | male | 3 | 8 | 2012 | 5 | 33 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 2 | 0 | 2 | 0 | 4 | 3 | 5 | 1 | 4 | 1 | 5 | 0 | 4 | 0 | 2 | 1 | 1 |
295 | Beetle, Christopher | The Pennsylvania State University | 2000 | male | 1 | 8 | 2016 | 4 | 15 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 1 | 3 | 1 | 3 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 1 |
296 | Santiago Rios, David Ivan | Stanford University | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
297 | Gardner, Jeffrey Paul | University of Washington | 2000 | male | 9 | 3 | 2003 | 16 | 27 | 2014 | 2 | 2 | 3 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 4 | 4 | 2 | 2 | 2 | 6 | 1 | 2 | 3 | 3 | 2 | 1 | 1 | 0 | 1 | 5 | 1 | 0 | 1 | 0 | 0 |
