n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
54 | Demuth, David M., Jr. | UNIVERSITY OF MINNESOTA | 1999 | male | 4 | 2 | 2004 | 7 | 7 | 2016 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 0 | 3 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 |
55 | Kim, Matthew Yongsok | UNIVERSITY OF CALIFORNIA, BERKELEY | 1999 | male | 2 | 6 | 2016 | 11 | 55 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 2 | 2 | 2 | 3 | 2 | 1 | 1 | 2 | 1 | 0 | 3 | 3 | 1 | 8 | 1 | 2 | 4 | 2 | 0 | 0 | 2 | 16 |
56 | Cazes, John E., Jr. | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1999 | male | 1 | 1 | 2000 | 2 | 2 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
57 | Chabot, Nancy Lynne | THE UNIVERSITY OF ARIZONA | 1999 | female | 4 | 18 | 2016 | 5 | 41 | 2016 | 0 | 0 | 0 | 1 | 0 | 3 | 2 | 0 | 0 | 3 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 |  0 | 0 | 0 | 1 | 0 | 4 | 2 | 0 | 0 | 3 | 1 | 2 | 1 | 1 | 2 | 5 | 1 | 7 | 1 | 3 | 2 | 6 | 4 |
58 | Grier, Jennifer Ann | THE UNIVERSITY OF ARIZONA | 1999 | female | 4 | 2 | 2004 | 12 | 7 | 2011 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 4 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
59 | Kirkland, Laurel Ellyn | RICE UNIVERSITY | 1999 | female | 1 | 4 | 2004 | 1 | 21 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 8 | 5 | 1 | 0 |
60 | Morrison, Glenn Evan | THE UNIVERSITY OF NEW MEXICO | 1999 | male | 1 | 3 | 2010 | 6 | 83 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 4 | 0 | 2 | 4 | 4 | 1 | 5 | 4 | 3 | 7 | 10 | 16 | 4 | 7 | 3 | 4 | 4 | 5 |
61 | Grogin, Norman Andrew | HARVARD UNIVERSITY | 1999 | male | 6 | 4 | 2011 | 9 | 156 | 2017 | 0 | 0 | 2 | 0 | 2 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 3 | 4 | 1 | 2 | 4 | 1 | 15 | 5 | 4 | 3 | 3 | 7 | 4 | 10 | 19 | 24 | 18 | 19 | 9 |
62 | Han, Sang-In | THE UNIVERSITY OF WISCONSIN - MADISON | 1999 | male | 1 | 0 | 1999 | 1 | 6 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
63 | Woods, Eric Alan | HARVARD UNIVERSITY | 1999 | male | 5 | 0 | 1999 | 5 | 0 | 1999 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
64 | Chae, Kyu-Hyun | UNIVERSITY OF PITTSBURGH | 1999 | male | 5 | 16 | 2015 | 5 | 23 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 0 | 2 | 2 | 5 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 3 |
65 | Klumpe, Eric William | THE UNIVERSITY OF TEXAS AT AUSTIN | 1999 | male | 1 | 0 | 1999 | 3 | 13 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 6 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
66 | Chalmers, James Handson | CARLETON UNIVERSITY (CANADA) | 1999 | male | 1 | 0 | 1999 | 1 | 1 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
67 | Wright, Eric Boyd | NORTH CAROLINA STATE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 2 | 19 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 8 | 4 | 2 | 2 | 0 | 0 |
68 | Mysore, Sangeeta | UNIVERSITY OF GEORGIA | 1999 | female | 1 | 0 | 1999 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
69 | Cambrésy, Laurent | IPAC / CALTECH 100-22, CA 91125, USA | 1999 | male | 3 | 7 | 2013 | 6 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 0 | 4 | 3 | 3 | 2 | 1 | 4 | 0 | 0 | 1 | 6 | 1 | 0 | 1 | 2 | 1 | 0 |
70 | Stanimirovic, S. | Arecibo Observatory, NAIC/Cornell University, HC 3 Box 53995, Arecibo, Puerto Rico 00612 | 1999 | None | 2 | 3 | 2010 | 3 | 75 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 5 | 1 | 3 | 4 | 4 | 3 | 4 | 7 | 8 | 8 | 3 | 6 | 3 | 4 | 9 | 0 |
71 | Wojdowski, Patrick Stephen | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1999 | male | 2 | 7 | 2008 | 2 | 9 | 2008 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
72 | Gomez, Juan Alexander | UNIVERSITY OF KANSAS | 1999 | male | 1 | 1 | 2016 | 2 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 3 |
73 | Haghighipour, Nader | UNIVERSITY OF MISSOURI - COLUMBIA | 1999 | male | 3 | 27 | 2016 | 3 | 73 | 2017 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 4 | 0 | 2 | 1 | 1 | 2 | 2 | 1 | 4 | 2 | 3 | 0 | 1 | 2 |  0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 4 | 0 | 2 | 1 | 4 | 3 | 3 | 4 | 6 | 15 | 12 | 5 | 5 | 5 |
74 | Parry, Matthew F. | BROWN UNIVERSITY | 1999 | male | 3 | 5 | 2006 | 4 | 9 | 2006 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 4 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
75 | Richardson, Mark Ian | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1999 | male | 2 | 6 | 2012 | 2 | 94 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 5 | 10 | 2 | 6 | 2 | 2 | 3 | 5 | 6 | 8 | 7 | 14 | 11 | 6 | 1 |
76 | Jones, Brian Butler | STANFORD UNIVERSITY | 1999 | male | 3 | 2 | 2009 | 18 | 13 | 2010 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 5 | 5 | 2 | 3 | 1 | 1 | 0 | 0 | 2 | 3 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
77 | Taylor, Jason A. | UNIVERSITY OF MARYLAND COLLEGE PARK | 1999 | male | 3 | 4 | 2015 | 6 | 11 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 2 | 0 | 1 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 1 |
78 | Gnedin, Oleg Yuri | PRINCETON UNIVERSITY | 1999 | male | 10 | 18 | 2014 | 12 | 64 | 2017 | 0 | 2 | 0 | 3 | 1 | 4 | 1 | 5 | 2 | 2 | 2 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 2 | 0 | 5 | 1 | 4 | 1 | 7 | 5 | 4 | 7 | 8 | 6 | 5 | 2 | 3 | 3 | 2 | 1 | 2 | 3 | 1 | 1 |
79 | Cho, Inyong | TUFTS UNIVERSITY | 1999 | male | 7 | 31 | 2017 | 8 | 36 | 2017 | 0 | 0 | 0 | 1 | 2 | 4 | 0 | 0 | 1 | 2 | 3 | 0 | 1 | 1 | 2 | 3 | 2 | 1 | 1 | 3 | 3 | 5 | 1 |  0 | 0 | 0 | 1 | 2 | 5 | 1 | 1 | 1 | 2 | 3 | 0 | 1 | 1 | 3 | 4 | 3 | 1 | 1 | 3 | 3 | 5 | 1 |
80 | Harvanek, Michael James | UNIVERSITY OF COLORADO AT BOULDER | 1999 | male | 3 | 2 | 2002 | 5 | 53 | 2009 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 7 | 4 | 6 | 6 | 14 | 8 | 6 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
81 | Greeley, Bradford W. | THE JOHNS HOPKINS UNIVERSITY | 1999 | male | 4 | 0 | 1999 | 5 | 0 | 1999 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
82 | Miles, Brian Herndon | THE UNIVERSITY OF ARIZONA | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
83 | Zlatev, Ivaylo S. | UNIVERSITY OF PENNSYLVANIA | 1999 | male | 4 | 0 | 1999 | 5 | 0 | 1999 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
84 | Larson, Kristen Anne | RENSSELAER POLYTECHNIC INSTITUTE | 1999 | female | 3 | 3 | 2014 | 9 | 6 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 1 | 2 | 2 | 3 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 |
85 | Nam, Sae Woo | STANFORD UNIVERSITY | 1999 | male | 1 | 1 | 2008 | 6 | 72 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 1 | 3 | 6 | 1 | 6 | 2 | 0 | 12 | 2 | 1 | 22 | 4 | 4 | 1 | 5 | 5 | 0 | 1 | 0 |
86 | Rhoadarmer, Troy Allen | THE UNIVERSITY OF ARIZONA | 1999 | male | 1 | 0 | 1999 | 4 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
87 | Taylor, Brett Eric | MONTANA STATE UNIVERSITY | 1999 | male | 3 | 1 | 2000 | 6 | 29 | 2016 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 3 | 1 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 5 | 3 | 1 | 2 | 3 | 4 | 4 | 0 | 1 | 2 |
88 | Kane, Jave | THE UNIVERSITY OF ARIZONA | 1999 | male | 4 | 3 | 2005 | 7 | 19 | 2009 | 0 | 0 | 0 | 1 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 4 | 6 | 1 | 2 | 0 | 0 | 5 | 1 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
89 | Balsano, Richard Joseph | PRINCETON UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 3 | 7 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 3 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
90 | Dempsey, Donna Lynn | RICE UNIVERSITY | 1999 | female | 3 | 0 | 1999 | 4 | 1 | 2000 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
91 | Ahmad, Bilal | STANFORD UNIVERSITY | 1999 | male | 2 | 0 | 1999 | 2 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
92 | Baker, John Gerard | THE PENNSYLVANIA STATE UNIVERSITY | 1999 | male | 4 | 20 | 2012 | 9 | 58 | 2016 | 0 | 0 | 0 | 2 | 0 | 2 | 3 | 1 | 2 | 1 | 1 | 2 | 3 | 4 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 4 | 1 | 3 | 4 | 1 | 2 | 1 | 2 | 4 | 4 | 9 | 6 | 4 | 8 | 2 | 2 | 5 | 1 | 1 | 2 |
93 | Tomsick, John Allen | COLUMBIA UNIVERSITY | 1999 | male | 4 | 32 | 2016 | 7 | 209 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 3 | 1 | 3 | 2 | 2 | 2 | 1 | 2 | 3 | 1 | 1 | 2 | 0 | 3 | 2 | 2 |  0 | 0 | 0 | 0 | 3 | 4 | 2 | 6 | 3 | 11 | 7 | 6 | 12 | 7 | 6 | 13 | 7 | 10 | 17 | 16 | 28 | 21 | 26 |
94 | Kelley, Michael Shawn | RENSSELAER POLYTECHNIC INSTITUTE | 1999 | male | 1 | 15 | 2017 | 2 | 89 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 2 | 2 | 1 | 1 |  0 | 0 | 0 | 1 | 0 | 1 | 3 | 1 | 2 | 1 | 5 | 1 | 2 | 5 | 4 | 10 | 3 | 10 | 8 | 10 | 10 | 5 | 6 |
95 | Dean, Bruce Herold | WEST VIRGINIA UNIVERSITY | 1999 | male | 3 | 0 | 1999 | 3 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
96 | Foust, Jeffrey Alan | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1999 | male | 2 | 0 | 1999 | 4 | 1 | 2011 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
97 | Lamb, David John | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 1999 | male | 6 | 0 | 1999 | 10 | 3 | 2011 | 2 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 3 | 1 | 1 | 1 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
98 | Green, Kris H. | THE UNIVERSITY OF ARIZONA | 1999 | male | 1 | 0 | 1999 | 1 | 4 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |
99 | Wick, Stuart Dean | VANDERBILT UNIVERSITY | 1999 | male | 1 | 3 | 2004 | 2 | 5 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
100 | Morse, Carroll Andrew | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
101 | Wood, Stephen Edward | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1999 | male | 1 | 0 | 1999 | 2 | 10 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 1 | 2 |
102 | Rhodes, Jason Dennis | PRINCETON UNIVERSITY | 1999 | male | 2 | 8 | 2015 | 2 | 97 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 2 | 4 | 3 | 1 | 17 | 7 | 4 | 10 | 4 | 14 | 9 | 2 | 10 | 3 |
103 | Szokoly, Gyula Pal | THE JOHNS HOPKINS UNIVERSITY | 1999 | male | 2 | 2 | 2005 | 4 | 103 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 6 | 14 | 9 | 5 | 9 | 11 | 1 | 3 | 5 | 18 | 8 | 8 | 6 | 0 | 0 | 0 | 0 |
104 | Crider, Dana Hurley | RICE UNIVERSITY | 1999 | female | 1 | 13 | 2006 | 2 | 34 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 3 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 4 | 2 | 5 | 4 | 11 | 6 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
105 | Decaen, Christopher Alan | THE CATHOLIC UNIVERSITY OF AMERICA | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
106 | Engle, Kimberly Anne | DREXEL UNIVERSITY | 1999 | female | 1 | 0 | 1999 | 1 | 2 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
